SITE,Waterbody,Year,LATITUDE,LONGITUDE,Easting,Northing,TMEAN,TRANGE,Altitude,Slope,Discharge,Dist_from_Source,Alkalinity,Mean_Width,Mean_Depth,Boulder_Cobbles,Pebbles_Gravel,Sand,Silt_Clay,lat_raw,lon_raw,EG7,EG43
4105,Bratley Water,1980,50.89,-1.67,423100,109800,10.6,12.37,55,6.7,1,3,6,1.7,6.8,5,89,4,2,180694.2078,371761.6279,2,14
4107,Highland Water,1980,50.9,-1.65,424500,111200,10.6,12.43,70,14.3,1,1.5,10.5,1,12.6,7,77,9,8,181729.1312,372802.3256,3,18
4109,Beult,1980,51.15,0.67,586500,142500,9.96,12.93,21,1.1,3,8,142.8,4.3,12.6,2,12,0,86,207602.2147,493523.2558,3,18
4111,Beult,1980,51.17,0.57,579800,144500,10,13.04,17,1.1,4,18,105.8,25,41.1,28,5,2,65,209672.0613,488319.7674,3,19
4201,Beult,1980,51.2,0.52,575900,147700,10.04,13.13,15,0.2,4,23,126.7,17.5,64.4,2,0,0,98,212776.8313,485718.0233,2,16
4203,Beult,1980,51.22,0.44,570600,149500,10.07,13.13,10,0.2,5,29,128.9,16.7,71.6,23,23,0,53,214846.678,481555.2326,2,16
4205,Stour/Great Stour,1980,51.2,0.74,591700,148500,10,13.13,76,5,1,8,195.8,2.5,116.7,4,0,0,96,212776.8313,497165.6977,2,11
4207,Stour/Great Stour,1980,51.18,0.8,595800,146000,10.06,13.14,55,2.9,2,13,214.6,4.8,7.2,3,83,7,7,210706.9847,500287.7907,3,18
4209,Stour/Great Stour,1980,51.18,0.93,604800,146900,10.23,13.09,30,0.8,4,30,190.1,16,24.4,12,63,22,4,210706.9847,507052.3256,3,18
4211,Stour/Great Stour,1980,51.26,1.04,612100,156100,10.32,13.23,15,1.8,5,44,185.7,13,46.1,2,82,17,0,218986.3714,512776.1628,3,18
4301,Stour/Great Stour,1980,51.29,1.13,617900,159700,10.49,13.26,1,0.3,5,51.1,210.1,10,71.1,7,67,18,8,222091.1414,517459.3023,2,10
4303,Lugg,1980,52.31,-3.12,323800,268100,10.16,12.57,194,6,1,10,110.8,6.7,19.3,18,68,6,8,327653.322,296311.0465,2,10
4305,Lugg,1980,52.27,-2.96,334800,264000,10.13,12.74,130,2.3,4,25,132.7,7.7,32.4,22,68,3,7,323513.6286,304636.6279,2,10
4307,Lugg,1980,52.27,-2.84,342700,263700,10.09,12.79,97,3,5,36,174.3,15,46.6,49,35,8,8,323513.6286,310880.814,2,9
4309,Lugg,1980,52.19,-2.72,351000,255100,10.09,12.7,65,0.9,6,51.1,167.4,32.5,44.5,73,15,7,5,315234.2419,317125,2,10
4311,Lugg,1980,52.1,-2.69,352900,244600,10.11,12.57,55,0.4,7,66.1,175.1,20,58.9,10,76,7,7,305919.9319,318686.0465,2,9
4313,Wye,1980,52.35,-3.58,292100,273800,10.03,11.63,242,3.3,5,23,41.4,17.3,18,63,32,4,2,331793.0153,272375,2,10
4381,Wye,1980,52.26,-3.5,297600,264000,10.11,11.93,180,3.8,7,35,34.9,34,37.7,80,16,3,1,322478.7053,276537.7907,2,8
4401,Wye,1980,52.06,-3.29,311500,241400,10.14,12.25,100,2.1,8,68.1,18.9,70,65.8,82,15,2,1,301780.2385,287465.1163,2,10
4403,Wye,1980,52.1,-2.97,333600,244600,10.12,12.68,63,7.5,9,100.9,46.1,44,54.5,28,65,6,1,305919.9319,304116.2791,2,9
4405,Wye,1980,51.86,-2.63,356700,218200,10.34,12.55,21,0.5,9,173,127,48.3,87.3,81,8,5,5,281081.7717,321808.1395,2,9
4407,Wye,1980,51.79,-2.68,353400,210000,10.34,12.47,15,0.5,9,160,112,50,129.1,68,24,4,3,273837.3083,319206.3953,2,9
4409,Monnow,1980,51.98,-3.01,330900,231800,10.17,12.53,175,10,1,9,126.7,12,19.7,82,12,1,5,293500.8518,302034.8837,NA,NA
4601,Monnow,1980,51.94,-2.98,332700,227800,10.19,12.54,125,6.7,4,14,126.7,10.3,29.9,51,38,9,3,289361.1584,303595.9302,4,27
4701,Monnow,1980,51.91,-2.92,336500,224500,10.22,12.5,85,5,5,23,140.3,12,40.6,76,20,1,3,286256.3884,306718.0233,2,10
4703,Monnow,1980,51.83,-2.75,348300,215300,10.31,12.41,26,1.5,6,50,135.3,23.1,54.2,28,54,6,12,277977.0017,315563.9535,2,10
4705,Lugg,1980,52.35,-3.2,318400,273000,10.15,12.48,290,37.5,1,3,62.6,2,8.8,53,43,1,1,331793.0153,292148.2558,2,10
4707,Arrow,1980,52.18,-3.2,317900,253900,10.13,12.41,325,22,2,2.5,66.9,1.1,8.7,9,82,4,5,314199.3186,292148.2558,2,10
4801,Arrow,1980,52.2,-3.04,328800,256100,10.14,12.7,162,6.1,4,19,66.9,10.7,17.7,67,28,3,3,316269.1652,300473.8372,2,10
4803,Arrow,1980,52.22,-2.86,341300,258800,10.09,12.8,88,3,5,37,117.2,17,17.8,24,72,4,1,318339.0119,309840.1163,2,10
4805,Arrow,1980,52.21,-2.77,347700,257200,10.09,12.78,69,0.7,5,45,125.5,7.8,55.8,3,78,15,4,317304.0886,314523.2558,2,10
4807,Usk,1980,51.93,-3.72,282000,227100,10.12,11.71,320,7.5,1,4,33.6,6.3,11.7,78,18,3,0,288326.2351,265090.1163,2,9
4881,Usk,1980,51.95,-3.69,283900,229100,10.12,11.76,275,5.5,1,8,27.9,5.3,26.7,78,18,3,0,290396.0818,266651.1628,2,8
4885,Usk,1980,51.95,-3.63,288200,228700,10.13,11.86,215,11.2,4,13,40.6,13,20.6,83,13,3,0,290396.0818,269773.2558,4,27
4901,Usk,1980,51.95,-3.53,294800,229600,10.14,12,165,4,6,21,44.2,27,28.9,77,20,3,0,290396.0818,274976.7442,2,16
4903,Usk,1980,51.95,-3.39,304300,228500,10.14,12.09,135,1.9,7,33,44.2,21.7,23.3,77,20,3,0,290396.0818,282261.6279,2,16
4905,Usk,1980,51.87,-3.27,312700,220400,10.14,12.12,120,1.6,7,46,60.6,25,38.4,63,33,3,0,282116.6951,288505.814,2,10
4907,Usk,1980,51.84,-3.12,322900,216900,10.15,12.19,70,2.3,7,57.9,60.6,23,37.2,70,27,3,0,279011.925,296311.0465,3,20
4909,Usk,1980,51.79,-3.01,330600,211000,10.25,12.35,30,1.3,8,70,80.2,20.7,45,78,18,3,0,273837.3083,302034.8837,NA,NA
4911,Usk,1980,51.67,-2.89,338600,197100,10.3,12.31,10,0.5,8,89.9,86.1,33.7,35,53,43,3,0,261418.2283,308279.0698,3,19
4913,Eastern Cleddau,1980,51.91,-4.72,212900,227400,10.11,10.68,137,4.3,2,8,32.2,7.8,25.5,63,18,14,5,286256.3884,213055.2326,3,18
4915,Eastern Cleddau,1980,51.87,-4.75,210600,222400,10.15,10.71,46,5,4,14,40.2,10.9,29.3,17,66,9,8,282116.6951,211494.186,5,32
4917,Eastern Cleddau,1980,51.82,-4.79,207500,217200,10.18,10.69,15,0.7,6,21,52.9,16.3,32.8,60,25,5,10,276942.0784,209412.7907,5,32
4971,Unnamed,1980,52.2,-2.58,360300,255800,10.11,12.7,176,40,1,0.7,265,0.7,5,1,78,1,20,316269.1652,324409.8837,2,12
4975,Unnamed,1980,52.24,-2.61,358600,260300,10.08,12.74,165,66.7,1,0.4,267,0.5,2.3,4,43,1,52,320408.8586,322848.8372,3,22
4979,Unnamed,1980,52.15,-2.75,349000,250300,10.09,12.66,98,50,1,0.9,215,0.5,2.8,38,27,1,34,311094.5486,315563.9535,5,32
4983,Unnamed,1980,52.15,-3.2,318200,250800,10.13,12.39,330,100,1,1,46,1.2,5.1,83,13,1,3,311094.5486,292148.2558,5,32
4987,Unnamed,1980,52.23,-3.21,317600,260200,10.14,12.5,390,50,1,1.1,42,0.8,9.8,77,17,1,5,319373.9353,291627.907,5,32
4991,Unnamed,1980,52.31,-3.02,330300,268500,10.15,12.65,225,40,1,1.5,60.5,1.3,8.2,70,15,1,14,327653.322,301514.5349,3,24
4995,Unnamed,1980,52.35,-3.19,318700,272900,10.15,12.49,300,40,1,0.4,102,0.4,3.6,20,64,2,14,331793.0153,292668.6047,5,32
5001,Back Brook,1980,52.21,-3.02,330300,257000,10.13,12.73,150,3.3,1,15.3,161,3.8,21.3,55,43,0,2,317304.0886,301514.5349,3,26
5003,Curl Brook,1980,52.22,-2.89,339000,258500,10.11,12.8,95,5,1,32,161,3,23.7,17,73,8,2,318339.0119,308279.0698,3,20
5005,Main Ditch,1980,52.23,-2.73,350100,259700,10.08,12.75,70,2.2,1,45,193,2.2,35.7,8,58,2,32,319373.9353,316604.6512,3,20
5007,Hindwell Brook/Summergil Brook,1980,52.27,-2.96,334500,263500,10.13,12.73,134,3.3,4,22,113,6.2,22.7,37,63,0,0,323513.6286,304636.6279,5,32
5009,Lugg,1980,52.03,-2.63,357000,237500,10.2,12.54,50,0.9,7,133,132.7,20,38.3,67,33,0,0,298675.4685,321808.1395,5,33
5101,Wern,1980,51.94,-4.74,211800,230700,10.13,10.43,216,28.6,1,1.5,8.7,1.8,19.7,20,79,1,0,289361.1584,212014.5349,4,27
5103,Western Cleddau,1980,51.89,-4.97,195600,225600,10.22,10.23,35,5,4,17,44.8,9.4,20,35,53,9,3,284186.5417,200046.5116,6,37
5105,Western Cleddau,1980,51.87,-4.96,195900,223000,10.19,10.29,19,2.2,5,20,39.6,8.2,23.3,48,43,5,3,282116.6951,200566.8605,5,34
5107,Western Cleddau,1980,51.82,-4.97,195400,217700,10.24,10.31,8,0.7,6,26.5,39.7,12.1,24,0,95,5,0,276942.0784,200046.5116,5,34
5109,Dwyfach,1980,53,-4.28,246800,347200,9.94,10.48,129,20,2,4,14.6,5.1,23.9,5,80,5,10,399063.0324,235950.5814,5,34
5183,Dwyfach,1980,52.97,-4.26,248100,343500,9.95,10.47,83,6,2,10,14.6,8.3,21.7,90,7,2,1,395958.2624,236991.2791,6,38
5201,Dwyfach,1980,52.92,-4.29,246000,338000,9.99,10.37,5,6,2,16,14.6,12.3,18.1,90,8,2,0,390783.6457,235430.2326,4,27
5203,Blythe,1980,52.38,-1.81,412700,275300,10.15,13.01,126,10,1,4,178.8,2.2,7.8,8,77,8,7,334897.7853,364476.7442,6,38
5207,Blythe,1980,52.38,-1.69,420800,276300,10.15,13.06,95,2.9,3,18,211.1,6.8,16.7,55,38,4,2,334897.7853,370720.9302,7,43
5301,Blythe,1980,52.51,-1.69,421100,289800,10.11,13.19,72,1.4,4,35,140,12.3,111.2,0,0,0,100,348351.7888,370720.9302,6,40
5303,Thet,1980,52.49,0.94,599600,292400,9.76,13.91,24,3.8,3,9,265.8,4,33.3,5,75,20,0,346281.9421,507572.6744,3,25
5305,Thet,1980,52.44,0.93,598900,286700,9.78,13.87,18,3.8,4,15,197.5,5.7,33.4,0,70,30,0,341107.3254,507052.3256,4,27
5307,Thet,1980,52.41,0.76,587500,282600,9.76,13.74,15,0.2,4,29,229.6,9,144.5,0,17,70,13,338002.5554,498206.3953,3,25
5309,Little Ouse,1980,52.45,0.62,578300,286800,9.71,13.69,15,0.2,5,43,226.6,25,188.8,10,10,80,0,342142.2487,490921.5116,7,41
5381,Little Ouse,1980,52.5,0.37,560700,291700,9.7,13.6,0,0.2,5,64,218.8,10,166.7,0,0,1,99,347316.8654,477912.7907,6,40
5383,Ouse/Cam,1980,52.55,0.37,560400,297000,9.64,13.58,0,0.2,7,69,237.3,40,200,1,2,3,94,352491.4821,477912.7907,4,27
5385,Unnamed,1980,52.04,-1.18,456200,238000,10.05,13.14,110,14.3,1,1.4,270,1.6,10.9,8,13,18,60,299710.3918,397258.7209,4,27
5401,Great Ouse,1980,52.22,-0.52,501000,259000,9.9,13.44,35,0.4,6,89.9,199.6,28.6,100,0,3,2,95,318339.0119,431601.7442,NA,NA
5403,Great Ouse,1980,52.17,-0.3,516000,253500,9.94,13.56,27,0.4,7,136.1,200,35,100,2,80,18,0,313164.3952,443049.4186,NA,NA
5405,Nine Wells Spring,1980,52.17,0.13,546000,254200,9.92,13.61,18,3.4,1,0.2,236,2.1,14.8,0,0,0,100,313164.3952,465424.4186,NA,NA
5407,Mill,1980,52.11,-0.07,532100,247500,9.95,13.57,23,1.7,1,9,217,2.3,16.7,5,20,0,75,306954.8552,455017.4419,NA,NA
5501,Babraham/Granta,1980,52.11,0.26,554500,248500,9.93,13.58,33,2.2,1,12.5,251.5,3.3,10,10,65,7,18,306954.8552,472188.9535,7,41
5503,Reach Lode,1980,52.3,0.25,553700,269800,9.83,13.6,1,0.1,1,14,365.5,10.7,100,0,17,0,83,326618.3986,471668.6047,6,38
5505,Rhee,1980,52.14,0.07,541700,251100,9.93,13.6,12,0.8,3,24,239.5,5.7,35,8,44,33,15,310059.6252,462302.3256,7,41
5507,Ouse/Cam,1980,52.15,0.09,543200,252700,9.93,13.6,10,1.2,4,34,251,6,55,15,52,17,16,311094.5486,463343.0233,5,36
5509,Wissey,1980,52.57,0.71,583400,300900,9.7,13.82,23,1.4,2,18.5,263.5,4.7,16.7,63,18,10,8,354561.3288,495604.6512,7,41
5601,Wissey,1980,52.54,0.61,577100,296700,9.66,13.73,8,0.4,4,34.5,170,6.7,26.7,55,25,12,8,351456.5588,490401.1628,3,26
5603,Wissey,1980,52.55,0.45,566400,297700,9.63,13.64,3,0.4,5,48.5,282.5,11.7,116.7,0,0,0,100,352491.4821,482075.5814,3,26
5605,Unnamed,1980,52.61,-0.46,504200,302300,9.84,13.29,45,7.7,1,1.7,218.3,0.7,9.4,1,6,30,63,358701.0221,434723.8372,3,20
5607,Brue,1980,51.12,-2.41,371600,136300,10.32,12.4,84,6.7,1,5,186.7,3.2,21.6,25,64,8,3,204497.4446,333255.814,5,33
5609,Brue,1980,51.1,-2.49,365600,134000,10.37,12.24,45,2.5,3,12.5,227.7,5.2,28.3,63,22,4,12,202427.598,329093.0233,5,33
5613,Brue,1980,51.09,-2.64,355100,132700,10.44,12.07,16,1.7,4,26,284,11.7,48.5,53,12,23,12,201392.6746,321287.7907,2,9
5615,Brue,1980,51.2,-2.88,338400,144600,10.5,12.21,2,0.4,4,49,270.3,10.7,115.1,15,6,1,78,212776.8313,308799.4186,2,11
5617,Mounton Brook,1980,51.66,-2.78,346000,196200,10.34,12.38,220,18.7,1,0.8,143,1.8,7.3,27,53,16,4,260383.3049,314002.907,3,17
5619,Severn,1980,52.34,-2.29,380500,271000,10.12,12.83,28,0.4,9,202.8,132.3,63.4,177.8,21,19,1,58,330758.092,339500,3,17
5621,Dowles Brook,1980,52.39,-2.41,372300,276600,9.96,12.63,70,6.7,1,7,32,7,7.8,61,35,2,2,335932.7087,333255.814,5,33
5623,Dowles Brook,1980,52.38,-2.34,377000,276300,10.02,12.68,27,6.7,2,13,32,6.1,9.3,57,37,4,2,334897.7853,336898.2558,7,41
5671,Cannop Brook,1980,51.81,-2.57,361000,212800,10.39,12.63,75,14.3,1,1.9,67.7,2.2,4.7,10,77,9,4,275907.155,324930.2326,3,26
5673,Middlemarsh Stream,1980,50.86,-2.48,366500,107300,10.52,12.04,100,11.4,1,2,115.4,1.4,14.2,4,73,12,10,177589.4378,329613.3721,3,26
5675,Stour,1980,50.77,-1.91,406500,97300,10.63,12.29,10,0.8,7,80.9,196.8,26.7,139,7,37,12,44,168275.1278,359273.2558,3,24
5677,Unnamed,1980,51.1,-2.34,376300,133500,10.33,12.4,128,28.6,1,1.2,50.3,0.8,9.9,8,70,10,12,202427.598,336898.2558,5,32
5681,Unnamed,1980,51.08,-2.26,381600,130900,10.34,12.39,89,6.7,1,1.7,254,1.2,12.3,0,20,0,80,200357.7513,341061.0465,3,26
5691,Unnamed,1980,50.85,-2.49,365600,105500,10.53,11.98,154,66.7,1,0.1,162,0.6,1.7,11,48,22,19,176554.5145,329093.0233,3,26
5693,Unnamed,1980,50.84,-2.4,371700,104700,10.53,12,121,33.9,1,0.4,215,0.7,6.2,75,17,1,7,175519.5911,333776.1628,3,26
5695,Unnamed,1980,50.94,-2.22,384600,115200,10.54,12.22,60,7.4,1,4.5,237,1.7,22.3,1,16,1,82,185868.8245,343142.4419,3,17
5697,Unnamed,1980,50.86,-2.31,378200,106900,10.55,12.01,122,46.9,1,0.3,174,1.1,4.2,18,70,3,9,177589.4378,338459.3023,5,33
5701,Unnamed,1980,50.89,-2.28,380100,110500,10.56,12.1,89,30.5,1,1.3,220,0.9,9.9,50,34,5,11,180694.2078,340020.3488,2,9
5703,Allen,1980,50.8,-1.99,401000,100600,10.62,12.22,20,1.7,4,19,194,10.8,25.2,4,85,9,2,171379.8978,355110.4651,3,26
5705,Cale,1980,50.98,-2.34,375900,119900,10.5,12.2,54,0.8,3,18.3,243,5.8,68.3,20,47,8,25,190008.5179,336898.2558,2,16
5707,Stour,1980,50.98,-2.3,379000,120500,10.49,12.25,57,1.1,4,18,236.5,4,34.4,5,75,15,5,190008.5179,338979.6512,3,26
5709,Lydden,1980,50.94,-2.33,376500,115700,10.53,12.18,52,1.7,4,19.5,258.3,6,35,7,78,10,5,185868.8245,337418.6047,3,21
5711,Stour,1980,50.82,-2.11,391900,102000,10.6,12.1,27,0.7,6,60,234.3,25,30,22,63,10,5,173449.7445,348866.2791,3,18
5713,Thames/Isis,1980,51.68,-1.67,422500,198400,10.25,13.07,75,0.5,6,35,207.2,26.7,161.1,20,52,12,17,262453.1516,371761.6279,3,18
5715,Thames/Isis,1980,51.73,-1.37,443500,204200,10.21,13.19,62,0.3,7,66.1,205.4,33.3,183.2,2,58,7,33,267627.7683,387372.093,3,18
5717,Thames/Isis,1980,51.63,-1.15,459000,193200,10.2,13.23,45,0.3,8,109.9,217,50,183.2,0,2,35,63,257278.5349,398819.7674,5,32
5801,Thames/Isis,1980,51.46,-0.95,472600,174000,10.3,13.28,38,0.4,8,143.9,222,51.6,205.6,10,73,10,7,239684.8382,409226.7442,3,25
5803,Thames/Isis,1980,51.58,-0.72,488400,187500,10.29,13.27,25,0.5,9,174.2,210.9,70,155.6,2,87,6,3,252103.9182,421194.7674,3,25
5805,Thames/Isis,1980,51.44,-0.55,500800,172500,10.7,13.53,18,0.3,9,202.8,213.4,56.6,238.8,10,25,2,63,237614.9915,430040.6977,5,31
5841,Loddon,1980,51.28,-1.04,466700,153700,10.37,13.19,66,2.9,3,3,224,11.8,65,5,40,13,42,221056.2181,404543.6047,4,30
5844,Loddon,1980,51.32,-1.02,468300,158300,10.37,13.25,54,1.5,4,10,224,13,53.3,2,55,22,22,225195.9114,405584.3023,4,30
5845,Enborne,1980,51.38,-1.18,456800,164800,10.32,13.24,61,1.4,3,22.5,160,9.4,53.3,4,36,23,37,231405.4514,397258.7209,NA,NA
5848,Conon/Bran,1980,57.55,-5.13,212800,855300,8.44,10.66,170,22.2,2,2,5,7,14.2,50,50,0,0,869953.1516,191720.9302,2,16
5850,Moors/Crane,1980,50.91,-1.91,406200,112900,10.54,12.53,50,4.6,1,5.1,217.5,2.9,19.5,3,47,25,25,182764.0545,359273.2558,2,16
5851,Moors/Crane,1980,50.91,-1.89,407700,112100,10.55,12.53,43,3.3,1,7.1,218.3,4.2,41,0,20,33,47,182764.0545,360313.9535,4,28
5852,Moors/Crane,1980,50.9,-1.89,407700,111200,10.55,12.51,40,3.3,1,8.2,218.2,4.2,36.3,1,46,14,38,181729.1312,360313.9535,4,30
5854,Moors/Crane,1980,50.88,-1.89,407500,109400,10.56,12.47,35,2.5,2,10,204.8,4.8,25.1,9,80,3,8,179659.2845,360313.9535,3,24
5855,Moors/Crane,1980,50.87,-1.89,407400,107900,10.57,12.45,30,2.5,2,12,201.7,4,21.3,7,57,27,10,178624.3612,360313.9535,6,39
5856,Moors/Crane,1980,50.87,-1.87,408800,107500,10.57,12.45,25,3.4,2,13,189.7,2.9,42.1,0,37,28,35,178624.3612,361354.6512,6,39
5861,Moors/Crane,1980,50.86,-1.85,410500,106400,10.57,12.39,19,1.4,3,17,161.7,3.9,48.8,0,9,16,74,177589.4378,362395.3488,3,23
5864,Moors/Crane,1980,50.83,-1.86,410100,102900,10.6,12.3,12,1,3,21,116.5,3.9,84.1,0,1,23,77,174484.6678,361875,5,32
5881,Ed,1980,50.9,-1.9,406700,111200,10.55,12.51,44,5.7,1,0.7,238.3,1,15.6,0,6,7,87,181729.1312,359793.6047,3,26
5887,Ed,1980,50.89,-1.89,407400,110500,10.56,12.5,38,5.5,1,1.8,178,1.8,14.2,0,38,13,50,180694.2078,360313.9535,5,32
5891,Unnamed,1980,50.89,-1.9,406900,109900,10.56,12.48,47,11.3,1,1.1,35.2,0.7,8.8,0,18,23,58,180694.2078,359793.6047,3,25
5895,Unnamed,1980,50.89,-1.89,407400,109800,10.56,12.48,44,15.6,1,1.7,41.5,0.5,4.2,3,52,17,28,180694.2078,360313.9535,3,24
5901,Mannington Brook,1980,50.86,-1.92,405400,106700,10.59,12.4,30,3.5,1,3.8,116.7,3,8.6,2,74,10,13,177589.4378,358752.907,3,25
5903,Mannington Brook,1980,50.84,-1.89,407700,104200,10.6,12.32,20,2.6,1,7.9,125,2.4,20,0,57,21,23,175519.5911,360313.9535,3,25
5905,Mannington Brook,1980,50.82,-1.89,407500,102600,10.61,12.28,16,1.7,1,9,85,2.3,36,0,20,44,36,173449.7445,360313.9535,3,25
6001,Cree,1980,55.09,-4.66,230200,580600,9,10.89,145,4.2,5,12.8,2.1,12.5,42.6,48,35,10,7,615362.0102,216177.3256,NA,NA
6005,Cree,1980,54.95,-4.48,241500,564800,8.99,11.27,8,0.7,7,38.9,6.9,38.6,58.9,48,45,6,1,600873.0835,225543.6047,5,35
6009,Strontian,1980,56.72,-5.53,184300,764100,8.8,10.25,35,25,4,6.5,6,18.7,20.5,32,60,7,1,784054.5145,170906.9767,7,42
6101,Strontian,1980,56.7,-5.57,181600,762400,8.82,10.22,6,5,4,10.2,9.3,17.7,28.9,27,61,11,1,781984.6678,168825.5814,6,38
6103,Cnocloisgte Water,1980,58.44,-3.67,302500,951100,7.98,10.26,130,2.9,3,13.3,11.4,10.3,31.5,18,65,13,4,962061.3288,267691.8605,6,38
6105,Forss Water,1980,58.54,-3.65,304100,963000,7.99,10.09,65,1.8,4,31.1,23,10,34.4,75,15,7,4,972410.5622,268732.5581,7,41
6107,Forss Water,1980,58.61,-3.67,302900,969900,7.97,10.06,3,4.8,5,41.6,44.7,13,37.4,73,18,4,5,979655.0256,267691.8605,7,41
6109,Burn of Latheronwheel,1980,58.31,-3.4,317900,936000,8.02,9.88,85,14.3,3,3.5,55,2.6,34.9,70,22,6,2,948607.3254,281741.2791,7,43
6111,Burn of Latheronwheel,1980,58.28,-3.39,318400,933200,8.03,9.91,45,16.7,3,6.5,55,6.2,29.3,76,16,6,1,945502.5554,282261.6279,7,43
6201,Kyle of Sutherland/Oykel,1980,57.98,-4.79,235100,902800,8.37,10.34,58,2.3,7,22,7.4,26.7,32.7,59,36,4,1,914454.8552,209412.7907,6,39
6213,Kyle of Sutherland/Oykel,1980,57.97,-4.64,243800,901400,8.31,10.58,9,0.2,7,33.3,7.4,33.7,43.9,50,47,2,1,913419.9319,217218.0233,7,42
6215,Lunan Burn,1980,56.59,-3.47,309700,745200,8.5,12.53,60,3.4,3,12,28,5.5,33.9,36,22,32,11,770600.5111,278098.8372,7,42
6242,Teme,1980,52.43,-3.23,316200,282100,10.14,12.42,282,15,1,6,89.9,3.2,15.2,42,56,1,1,340072.402,290587.2093,7,41
6258,Teme,1980,52.39,-3.15,321500,277300,10.16,12.53,224,3.4,3,15,89.9,12.3,17.9,68,29,1,1,335932.7087,294750,7,41
6259,Teme,1980,52.35,-2.92,337200,272900,10.13,12.69,129,4,5,35,89.9,10.7,32.6,22,72,3,3,331793.0153,306718.0233,NA,NA
6261,Teme,1980,52.31,-2.59,359500,268500,10.02,12.71,50,1.7,7,74,125.8,31.7,40.4,27,55,9,9,327653.322,323889.5349,7,43
6264,Teme,1980,52.17,-2.24,383700,252400,10.35,13.02,15,0.8,7,121.1,141.9,21,68.2,5,69,18,7,313164.3952,342101.7442,7,41
6265,Clun,1980,52.43,-3.06,327900,282200,10.14,12.56,191,3.4,3,10.5,64.2,6.3,24.7,49,42,5,4,340072.402,299433.1395,7,41
6285,Clun,1980,52.42,-2.94,335800,280700,10.12,12.65,150,3.3,4,20,64.2,8,25.8,53,40,1,5,339037.4787,305677.3256,6,37
6289,Clun,1980,52.37,-2.89,339400,275400,10.11,12.7,122,2.2,5,31,86,11.2,24.4,22,72,3,4,333862.862,308279.0698,6,37
6293,Bure,1980,52.83,1.13,610500,330500,9.81,12.96,30,3.8,1,8,240,5.7,58.2,0,15,27,58,381469.3356,517459.3023,7,43
6381,Bure,1980,52.83,1.21,616400,330500,9.85,12.83,15,1.7,2,16,220,9.8,49,1,34,12,53,381469.3356,521622.093,4,30
6405,Bure,1980,52.76,1.32,624300,323100,9.8,12.95,5,0.6,4,31,200,17.3,133.4,0,2,2,95,374224.8722,527345.9302,6,39
6409,Bure,1980,52.73,1.36,626700,319800,9.79,13.01,3,0.4,4,36,183,12.7,110.4,6,26,25,44,371120.1022,529427.3256,6,37
6413,Test,1980,51.05,-1.52,433800,127600,10.46,12.85,23,1.4,6,38,230,20,103,11,24,42,23,197252.9813,379566.8605,7,41
6417,Test,1980,50.98,-1.5,435200,120400,10.62,12.68,13,1,7,47,230,34,89.1,2,50,22,26,190008.5179,380607.5581,7,43
6501,Test,1980,50.96,-1.5,435400,117800,10.67,12.59,11,0.7,7,50,221,22.3,107.2,4,64,20,12,187938.6712,380607.5581,4,27
6615,Piddle,1980,50.81,-2.42,370300,101000,10.57,11.92,107,6.3,1,2,234.3,3.1,14.1,9,52,4,35,172414.8211,332735.4651,7,42
6691,Piddle,1980,50.75,-2.36,374400,95100,10.7,11.82,60,4.4,3,10,234.3,4.1,25.5,8,48,12,33,166205.2811,335857.5581,4,28
6693,Piddle,1980,50.73,-2.23,383900,92800,10.67,11.9,29,2.8,4,21,221,12.5,39.9,8,59,17,16,164135.4344,342622.093,4,27
6701,Piddle,1980,50.69,-2.11,391900,87600,10.77,11.86,2,2,4,32,179,12.2,48,10,60,22,8,159995.7411,348866.2791,4,27
6801,Bere Stream,1980,50.73,-2.2,385800,92300,10.69,11.89,22,4,2,14,225,7.5,35.6,1,49,27,22,164135.4344,344183.1395,6,39
6811,Teign,1980,50.68,-3.86,268300,87900,10.57,11.3,175,10,4,11,6.9,12.8,45.1,68,21,10,1,158960.8177,257805.2326,NA,NA
6840,Teign,1980,50.69,-3.78,274500,89800,10.57,11.36,110,7.1,5,19.5,6.9,11.2,48,81,11,8,1,159995.7411,261968.0233,4,29
6841,Teign,1980,50.62,-3.64,284300,81700,10.66,11.28,27,2.9,6,37,18.5,15.8,30.5,66,30,4,1,152751.2777,269252.907,6,39
6844,Fowey,1980,50.58,-4.57,218300,78600,10.76,10.09,242,7.1,1,3,5.8,3,25.6,75,20,5,0,148611.5843,220860.4651,4,30
6845,Fowey,1980,50.49,-4.5,222800,68900,10.93,10.19,186,5,4,15,5.8,8.4,33.6,41,46,11,2,139297.2743,224502.907,NA,NA
6847,Fowey,1980,50.46,-4.63,213400,65300,10.99,9.91,30,4.5,5,28,10.5,18,33.2,66,28,5,2,136192.5043,217738.3721,6,39
6848,Coombevalley Stream,1980,50.88,-4.49,224600,111600,10.76,9.85,100,40,1,1.7,50,1.4,7.8,65,30,3,3,179659.2845,225023.2558,4,30
6849,Coombevalley Stream,1980,50.88,-4.54,221500,111600,10.78,9.84,30,12.5,1,5,50,3.2,9.3,63,28,2,7,179659.2845,222421.5116,6,39
6856,Brora,1980,58.11,-4.32,263100,915500,8.2,10.84,180,14.3,5,11,12.5,14,25.9,97,3,0,0,927908.8586,233869.186,5,34
