"sample_id","site_id","date_id","latitude","longitude","brt20","brt12","richness","ta7"
"site_00715_date_00252_rcs",715,252,2585482.547,3878121.394,"RT14","RT08",49,"G"
"site_00716_date_00006_naiades",716,6,2685050.612,3665839.555,"RT5","RT03",55,"D"
"site_00716_date_00093_rcs",716,93,2585482.547,3878121.394,"RT5","RT08",47,"D"
"site_00718_date_00243_monitoring_spain",718,243,2142280.584,2928614.277,"RT18","RT11",22,"E"
"site_00719_date_00243_monitoring_spain",719,243,2074272.178,3042812.337,"RT14","RT10",24,"G"
"site_00720_date_00244_monitoring_spain",720,244,2193759.836,3118435.835,"RT19","RT12",13,NA
"site_00721_date_00110_rcs",721,110,2682531.509,3883228.617,"RT4","RT08",57,"D"
"site_00722_date_00244_rcs",722,244,2682531.509,3883228.617,"RT4","RT08",54,"D"
"site_00722_date_00656_naiades",722,656,2710767.486,3654735.938,"RT4","RT02",54,"D"
"site_00723_date_00158_naiades",723,158,2712462.307,3654652.52,"RT18","RT03",57,"E"
"site_00723_date_00244_monitoring_spain",723,244,2158344.081,3036685.36,"RT18","RT11",10,"E"
"site_00726_date_00205_rcs",726,205,2666975.497,3887081.222,"RT8","RT08",57,"E"
"site_00727_date_00037_naiades",727,37,2724605.286,3627444.367,"RT14","RT03",52,"G"
"site_00727_date_00246_monitoring_spain",727,246,2099894.757,3014633.585,"RT14","RT10",11,"G"
"site_00729_date_00110_rcs",729,110,2661060.709,3879036.942,"RT18","RT08",52,"E"
"site_00729_date_00248_monitoring_spain",729,248,2123589.558,3113803.062,"RT18","RT11",19,"E"
"site_00731_date_00237_rcs",731,237,2661060.709,3879036.942,"RT8","RT08",46,"E"
"site_00732_date_00005_rcs",732,5,2653034.162,3889126.726,"RT4","RT09",41,"D"
"site_00732_date_01113_naiades",732,1113,2729539.642,3600555.077,"RT4","RT02",34,"D"
"site_00733_date_00131_rcs",733,131,2653034.162,3889126.726,"RT19","RT09",34,NA
"site_00733_date_00250_monitoring_spain",733,250,2082203.698,2945999.989,"RT19","RT12",27,NA
"site_00734_date_00250_monitoring_spain",734,250,2071398.528,2911603.968,"RT14","RT10",32,"G"
"site_00735_date_00255_rcs",735,255,2653034.162,3889126.726,"RT9","RT09",35,"F"
"site_00740_date_00254_monitoring_spain",740,254,2201800.927,3038311.622,"RT18","RT11",10,"E"
"site_00741_date_00182_wiser",741,182,3470898.79,4278769.383,"RT3","RT05",25,"C"
"site_00742_date_00197_wiser",742,197,3369243.597,4448825.632,"RT18","RT04",22,"E"
"site_00742_date_00255_monitoring_spain",742,255,2232841.705,3017726.248,"RT18","RT11",30,"E"
"site_00744_date_00269_wiser",744,269,3340379.136,4417423.076,"RT8","RT02",21,"E"
"site_00744_date_01181_naiades",744,1181,2559089.66,3681733.069,"RT8","RT08",44,"E"
"site_00746_date_00063_rcs",746,63,2600398.612,3850824.552,"RT9","RT09",37,"F"
"site_00746_date_00659_naiades",746,659,2564891.814,3659545.517,"RT9","RT09",39,"F"
"site_00747_date_00129_rcs",747,129,2600398.612,3850824.552,"RT14","RT09",41,"G"
"site_00747_date_00257_monitoring_spain",747,257,2190510.335,3236123.647,"RT14","RT10",24,"G"
"site_00748_date_00093_rcs",748,93,2600398.612,3850824.552,"RT14","RT09",29,"G"
"site_00748_date_00257_monitoring_spain",748,257,2188914.235,3242478.94,"RT14","RT10",25,"G"
"site_00749_date_00191_monitoring_poland",749,191,3267549.007,4976686.488,"RT7","RT02",15,NA
"site_00749_date_00694_naiades",749,694,2577080.65,3698644.057,"RT7","RT09",51,NA
"site_00750_date_00258_monitoring_spain",750,258,2219570.446,3226088.019,"RT14","RT10",30,"G"
"site_00751_date_00129_rcs",751,129,2615832.239,3841664,"RT14","RT09",37,"G"
"site_00751_date_00258_monitoring_spain",751,258,2217002.077,3237020.176,"RT14","RT10",30,"G"
"site_00751_date_01153_naiades",751,1153,2572920.69,3682166.179,"RT14","RT09",45,"G"
"site_00752_date_00020_naiades",752,20,2576600.113,3679580.275,"RT9","RT08",47,"F"
"site_00752_date_00068_rcs",752,68,2615832.239,3841664,"RT9","RT09",41,"F"
"site_00752_date_00258_monitoring_spain",752,258,2212518.145,3233113.695,"RT9","RT10",26,"F"
"site_00752_date_00751_monitoring_czech2",752,751,3079480.023,4729574.586,"RT9","RT09",40,"F"
"site_00753_date_00192_rcs",753,192,2586261.945,3832266.365,"RT18","RT08",45,"E"
"site_00753_date_00258_monitoring_spain",753,258,2241866.931,2992276.946,"RT18","RT11",20,"E"
"site_00754_date_00150_rcs",754,150,2586261.945,3832266.365,"RT14","RT08",52,"G"
"site_00754_date_00258_monitoring_spain",754,258,2239267.884,2971258.848,"RT14","RT10",16,"G"
"site_00755_date_00260_rcs",755,260,2586261.945,3832266.365,"RT8","RT08",49,"E"
"site_00755_date_00622_naiades",755,622,2572287.879,3670709.832,"RT8","RT08",51,"E"
"site_00756_date_00258_monitoring_spain",756,258,2074233.923,3121653.507,"RT9","RT10",16,"F"
"site_00756_date_00261_rcs",756,261,2586261.945,3832266.365,"RT9","RT08",46,"F"
"site_00756_date_00770_monitoring_czech2",756,770,3063636.283,4743224.102,"RT9","RT09",27,"F"
"site_00757_date_00259_monitoring_spain",757,259,2264934.949,2987945.207,"RT14","RT10",18,"G"
"site_00758_date_00260_monitoring_spain",758,260,2203707.64,3147238.879,"RT18","RT11",21,"E"
"site_00759_date_00260_monitoring_spain",759,260,2221980.291,2950672.414,"RT18","RT11",26,"E"
"site_00760_date_00261_monitoring_spain",760,261,2256860.369,2941310.841,"RT14","RT10",32,"G"
"site_00761_date_00261_monitoring_spain",761,261,2255843.836,2919851.66,"RT18","RT11",28,"E"
"site_00762_date_00598_naiades",762,598,2545673.224,3654975.951,"RT8","RT08",49,"E"
"site_00764_date_00262_monitoring_spain",764,262,2182549.853,3253890.528,"RT8","RT10",31,"E"
"site_00764_date_00263_rcs",764,263,2641740.709,3853404.423,"RT8","RT09",56,"E"
"site_00764_date_00784_monitoring_czech2",764,784,3070471.642,4677994.12,"RT8","RT08",35,"E"
"site_00765_date_00263_monitoring_spain",765,263,2173842.355,3235588.934,"RT8","RT10",31,"E"
"site_00765_date_00784_monitoring_czech2",765,784,3069324.836,4673654.729,"RT8","RT08",36,"E"
"site_00767_date_00019_rcs",767,19,2665132.961,3837709.144,"RT14","RT06",57,"G"
"site_00767_date_00265_monitoring_spain",767,265,2180673.051,3274317.121,"RT14","RT10",38,"G"
"site_00769_date_00237_rcs",769,237,2665132.961,3837709.144,"RT10","RT06",54,"E"
"site_00771_date_00019_rcs",771,19,2658805.436,3831295.675,"RT8","RT08",55,"E"
"site_00771_date_00197_wiser",771,197,3362496.028,4426721.973,"RT8","RT02",22,"E"
"site_00772_date_00265_rcs",772,265,2658805.436,3831295.675,"RT14","RT08",55,"G"
"site_00772_date_00266_monitoring_spain",772,266,2328451.715,3058583.069,"RT14","RT10",28,"G"
"site_00773_date_00069_rcs",773,69,2658805.436,3831295.675,"RT14","RT08",53,"G"
"site_00773_date_00266_monitoring_spain",773,266,2167529.107,3287000.981,"RT14","RT10",21,"G"
"site_00777_date_00068_rcs",777,68,2621227.119,3826871.468,"RT9","RT09",27,"F"
"site_00778_date_00012_rcs",778,12,2680072.364,3805226.175,"RT4","RT02",50,"D"
"site_00781_date_00268_monitoring_spain",781,268,2342956.019,3015738.952,"RT14","RT10",30,"G"
"site_00784_date_00269_monitoring_spain",784,269,2266012.657,3117835.586,"RT18","RT11",27,"E"
"site_00788_date_00271_monitoring_spain",788,271,2242374.686,3022608.244,"RT18","RT11",21,"E"
"site_00789_date_00198_monitoring_poland",789,198,3151572.67,5125713.636,"RT4","RT02",25,"D"
"site_00790_date_00189_rcs",790,189,2442253.811,3817819.297,"RT14","RT08",51,"G"
"site_00790_date_00272_monitoring_spain",790,272,2313865.94,3112494.883,"RT14","RT10",27,"G"
"site_00793_date_00072_rcs",793,72,2442253.811,3817819.297,"RT8","RT08",40,"E"
"site_00795_date_00134_rcs",795,134,2456381.366,3805246.442,"RT18","RT08",54,"E"
"site_00795_date_00274_monitoring_spain",795,274,2151463.929,3107310.477,"RT18","RT11",26,"E"
"site_00796_date_00168_rcs",796,168,2456381.366,3805246.442,"RT18","RT08",41,"E"
"site_00796_date_00275_monitoring_spain",796,275,2226937.374,2954435.454,"RT18","RT11",33,"E"
"site_00797_date_00270_rcs",797,270,2456381.366,3805246.442,"RT18","RT08",44,"E"
"site_00797_date_00275_monitoring_spain",797,275,2219196.042,2981977.467,"RT18","RT11",29,"E"
"site_00798_date_00001_rcs",798,1,2471890.381,3753860.248,"RT14","RT10",39,"G"
"site_00799_date_00008_rcs",799,8,2471890.381,3753860.248,"RT5","RT10",32,"D"
"site_00800_date_00144_rcs",800,144,2471890.381,3753860.248,"RT14","RT10",45,"G"
"site_00800_date_00276_monitoring_spain",800,276,2330832.945,3091427.567,"RT14","RT10",31,"G"
"site_00801_date_00277_monitoring_spain",801,277,2337750.96,3107925.291,"RT14","RT10",31,"G"
"site_00808_date_00031_naiades",808,31,2552127.122,3721763.39,"RT9","RT09",39,"F"
"site_00811_date_00031_naiades",811,31,2572088.422,3713616.602,"RT8","RT08",38,"E"
"site_00813_date_00768_naiades",813,768,2588039.994,3707177.103,"RT9","RT09",50,"F"
"site_00814_date_00024_naiades",814,24,2591024.434,3704379.859,"RT8","RT08",44,"E"
"site_00817_date_00227_naiades",817,227,2601721.682,3698160.682,"RT8","RT08",44,"E"
"site_00819_date_00002_naiades",819,2,2614744.962,3684631.229,"RT9","RT09",53,"F"
"site_00820_date_00064_monitoring_uk",820,64,3583155.673,3509942.204,"RT5","RT03",22,"D"
"site_00822_date_00002_naiades",822,2,2612821.711,3710590.272,"RT8","RT08",52,"E"
"site_00824_date_00116_naiades",824,116,2615266.098,3700585.928,"RT8","RT08",57,"E"
"site_00824_date_00135_rcs",824,135,2495050.964,3831050.652,"RT8","RT08",43,"E"
"site_00825_date_00078_rcs",825,78,2495050.964,3831050.652,"RT8","RT08",48,"E"
"site_00827_date_00769_naiades",827,769,2615446.373,3696699.943,"RT8","RT08",33,"E"
"site_00830_date_01302_naiades",830,1302,2621594.929,3682546.127,"RT8","RT08",54,"E"
"site_00831_date_00124_naiades",831,124,2611217.303,3668622.19,"RT9","RT09",35,"F"
"site_00831_date_00241_rcs",831,241,2528178.945,3824683.266,"RT9","RT08",41,"F"
"site_00832_date_00081_rcs",832,81,2528178.945,3824683.266,"RT9","RT08",44,"F"
"site_00832_date_01043_naiades",832,1043,2613968.246,3677401.424,"RT9","RT09",51,"F"
"site_00833_date_00279_rcs",833,279,2528178.945,3824683.266,"RT5","RT08",26,"D"
"site_00833_date_00524_naiades",833,524,2638191.535,3689728.782,"RT5","RT03",41,"D"
"site_00835_date_00106_naiades",835,106,2633508.465,3673736.7,"RT3","RT05",49,"C"
"site_00837_date_00202_monitoring_poland",837,202,3328536.175,5089771.357,"RT3","RT05",22,"C"
"site_00840_date_00203_monitoring_poland",840,203,3353279.743,5070983.337,"RT1","RT01",31,"A"
"site_00841_date_00026_rcs",841,26,2566695.082,3829175.582,"RT4","RT09",45,"D"
"site_00842_date_00032_rcs",842,32,2566695.082,3829175.582,"RT2","RT09",46,"B"
"site_00842_date_00228_naiades",842,228,2584933.017,3696751.76,"RT2","RT09",41,"B"
"site_00842_date_00613_monitoring_poland",842,613,3174396.259,4891307.882,"RT2","RT04",12,"B"
"site_00843_date_00281_rcs",843,281,2566695.082,3829175.582,"RT8","RT09",54,"E"
"site_00844_date_00020_naiades",844,20,2590431.477,3668970.68,"RT9","RT09",54,"F"
"site_00844_date_00055_rcs",844,55,2566695.082,3829175.582,"RT9","RT09",42,"F"
"site_00846_date_00032_rcs",846,32,2579603.238,3818221.352,"RT9","RT09",42,"F"
"site_00846_date_00908_naiades",846,908,2588069.758,3675547.85,"RT9","RT09",50,"F"
"site_00848_date_00060_rcs",848,60,2579603.238,3818221.352,"RT9","RT09",36,"F"
"site_00850_date_00154_rcs",850,154,2552075.015,3747722.742,"RT9","RT08",50,"F"
"site_00851_date_00261_naiades",851,261,2584464.138,3642180.932,"RT9","RT09",40,"F"
"site_00852_date_00096_rcs",852,96,2552075.015,3747722.742,"RT8","RT08",41,"E"
"site_00857_date_00367_naiades",857,367,2626030.613,3659741.018,"RT3","RT05",46,"C"
"site_00860_date_00037_naiades",860,37,2637147.11,3646206.358,"RT5","RT03",55,"D"
"site_00862_date_00066_rcs",862,66,2592870.341,3774952.897,"RT4","RT08",35,"D"
"site_00863_date_00285_rcs",863,285,2592870.341,3774952.897,"RT8","RT08",44,"E"
"site_00864_date_00280_rcs",864,280,2592870.341,3774952.897,"RT2","RT08",36,"B"
"site_00864_date_00375_naiades",864,375,2646322.786,3637979.829,"RT2","RT04",53,"B"
"site_00869_date_01221_naiades",869,1221,2672970.695,3642106.233,"RT4","RT02",56,"D"
"site_00871_date_00128_naiades",871,128,2661572.464,3656451.831,"RT2","RT04",41,"B"
"site_00872_date_00128_naiades",872,128,2670206.13,3643625.872,"RT2","RT04",27,"B"
"site_00872_date_00138_rcs",872,138,2694001.699,3785128.928,"RT2","RT02",32,"B"
"site_00873_date_00106_rcs",873,106,2694001.699,3785128.928,"RT4","RT02",55,"D"
"site_00875_date_00057_naiades",875,57,2673851.839,3637431.997,"RT4","RT02",32,"D"
"site_00877_date_00124_wiser",877,124,3162104.074,4603406.771,"RT4","RT02",39,"D"
"site_00882_date_00273_rcs",882,273,2744198.475,3767497.069,"RT4","RT02",43,"D"
"site_00899_date_00008_rcs",899,8,2751180.235,3714018.449,"RT2","RT05",45,"B"
"site_00899_date_00012_naiades",899,12,2677641.073,3541922.466,"RT2","RT05",39,"B"
"site_00899_date_00202_monitoring_poland",899,202,3244422.416,4991816.16,"RT2","RT04",10,"B"
"site_00900_date_00202_monitoring_poland",900,202,3261940.49,4980428.6,"RT2","RT04",15,"B"
"site_00901_date_00096_rcs",901,96,2751180.235,3714018.449,"RT3","RT05",46,"C"
"site_00907_date_01000_naiades",907,1000,2689514.253,3533600.006,"RT3","RT05",24,"C"
"site_00909_date_00068_rcs",909,68,2747832.045,3717046.803,"RT3","RT05",36,"C"
"site_00913_date_00093_rcs",913,93,2749554.936,3690446.026,"RT2","RT04",22,"B"
"site_00916_date_00081_rcs",916,81,2771198.617,3725149.808,"RT2","RT05",22,"B"
"site_00916_date_00769_naiades",916,769,2703499.632,3522036.298,"RT2","RT04",43,"B"
"site_00917_date_00096_rcs",917,96,2771198.617,3725149.808,"RT3","RT05",29,"C"
"site_00919_date_00711_naiades",919,711,2713173.342,3524213.745,"RT3","RT05",39,"C"
"site_00920_date_00459_naiades",920,459,2705307.871,3529478.16,"RT3","RT05",57,"C"
"site_00921_date_00769_naiades",921,769,2708775.653,3535535.059,"RT2","RT04",55,"B"
"site_00922_date_00014_naiades",922,14,2685558.513,3568502.618,"RT5","RT03",49,"D"
"site_00925_date_00245_rcs",925,245,2587740.16,3747065.368,"RT8","RT08",30,"E"
"site_00928_date_00100_rcs",928,100,2587573.468,3747073.966,"RT9","RT09",50,"F"
"site_00930_date_00211_naiades",930,211,2731862.862,3580509.383,"RT4","RT02",55,"D"
"site_00930_date_00298_rcs",930,298,2559840.253,3728775.583,"RT4","RT09",41,"D"
"site_00932_date_00299_rcs",932,299,2559840.253,3728775.583,"RT9","RT09",38,"F"
"site_00937_date_00302_rcs",937,302,2591952.692,3721001.825,"RT8","RT08",45,"E"
"site_00939_date_01334_naiades",939,1334,2838946.747,3671717.241,"RT5","RT03",55,"D"
"site_00940_date_00165_rcs",940,165,2616381.243,3769677.934,"RT5","RT08",41,"D"
"site_00940_date_00334_naiades",940,334,2836057.518,3672849.254,"RT5","RT03",40,"D"
"site_00941_date_00261_rcs",941,261,2616381.243,3769677.934,"RT8","RT08",53,"E"
"site_00951_date_00515_monitoring_poland",951,515,3273280.934,5012133.743,"RT4","RT02",17,"D"
"site_00959_date_00274_rcs",959,274,2708333.508,3729708.953,"RT4","RT02",54,"D"
"site_00963_date_00261_rcs",963,261,2626089.141,3729226.791,"RT9","RT09",49,"F"
"site_00965_date_00218_rcs",965,218,2672696.556,3708088.757,"RT4","RT02",44,"D"
"site_00966_date_00041_rcs",966,41,2672696.556,3708088.757,"RT5","RT02",43,"D"
"site_00966_date_00448_naiades",966,448,2799086.074,3621813.341,"RT5","RT03",45,"D"
"site_00968_date_00106_rcs",968,106,2704551.878,3717439.802,"RT4","RT02",47,"D"
"site_00974_date_00309_rcs",974,309,2715067.861,3692526.495,"RT4","RT02",39,"D"
"site_00982_date_00304_naiades",982,304,2862490.701,3591821.979,"RT4","RT02",46,"D"
"site_00987_date_01409_naiades",987,1409,2843237.294,3584057.459,"RT2","RT04",56,"B"
"site_00991_date_00165_rcs",991,165,2541854.684,3704301.092,"RT14","RT10",49,"G"
"site_00992_date_00095_rcs",992,95,2541854.684,3704301.092,"RT4","RT10",43,"D"
"site_00998_date_00769_naiades",998,769,2850105.16,3643999.227,"RT4","RT02",53,"D"
"site_00999_date_00769_naiades",999,769,2851826.788,3646776.198,"RT4","RT02",52,"D"
"site_01005_date_00379_monitoring_spain",1005,379,2288625.677,3248889.678,"RT18","RT11",36,"E"
"site_01006_date_00214_monitoring_poland",1006,214,3425308.462,5201745.127,"RT7","RT02",21,NA
"site_01006_date_00313_rcs",1006,313,2576102.046,3691508.658,"RT7","RT08",55,NA
"site_01008_date_00314_rcs",1008,314,2576102.046,3691508.658,"RT8","RT08",37,"E"
"site_01012_date_00386_monitoring_spain",1012,386,2279653.054,3237009.972,"RT18","RT11",36,"E"
"site_01014_date_00316_rcs",1014,316,2536362.116,3666862.476,"RT9","RT09",42,"F"
"site_01015_date_00371_monitoring_spain",1015,371,2219919.735,3269776.586,"RT18","RT11",46,"E"
"site_01023_date_00402_monitoring_spain",1023,402,2192777.542,3434313.485,"RT18","RT11",35,"E"
"site_01024_date_00284_rcs",1024,284,2559077.785,3632173.76,"RT18","RT08",38,"E"
"site_01024_date_00401_monitoring_spain",1024,401,2144112.975,3425052.201,"RT18","RT11",25,"E"
"site_01025_date_00631_naiades",1025,631,2793392.596,3548215.894,"RT5","RT03",27,"D"
"site_01026_date_00196_rcs",1026,196,2559077.785,3632173.76,"RT8","RT08",57,"E"
"site_01027_date_00045_rcs",1027,45,2559077.785,3632173.76,"RT3","RT08",31,"C"
"site_01027_date_01139_naiades",1027,1139,2803820.714,3542867.237,"RT3","RT05",46,"C"
"site_01030_date_00660_naiades",1030,660,2779244.81,3534099.718,"RT4","RT02",48,"D"
"site_01031_date_00010_naiades",1031,10,2869233.318,3573187.956,"RT9","RT09",44,"F"
"site_01033_date_00527_naiades",1033,527,2872410.282,3564465.785,"RT9","RT09",50,"F"
"site_01037_date_00262_naiades",1037,262,2877646.573,3549727.226,"RT3","RT05",30,"C"
"site_01038_date_00769_naiades",1038,769,2879798.028,3531354.18,"RT3","RT05",46,"C"
"site_01045_date_04515_monitoring_germany",1045,4515,3114944.219,4262205.494,"RT4","RT02",38,"D"
"site_01046_date_04515_monitoring_germany",1046,4515,3114307.527,4262836.881,"RT4","RT02",35,"D"
"site_01047_date_00389_monitoring_spain",1047,389,2256900.444,3312430.263,"RT4","RT11",26,"D"
"site_01047_date_04515_monitoring_germany",1047,4515,3114288.037,4262872.619,"RT4","RT02",34,"D"
"site_01050_date_00643_monitoring_uk",1050,643,3318977.77,3471538.163,"RT4","RT02",36,"D"
"site_01051_date_00113_rcs",1051,113,2612947.55,3716843.532,"RT2","RT08",47,"B"
"site_01051_date_00216_monitoring_poland",1051,216,3103248.675,5167392.397,"RT2","RT04",19,"B"
"site_01054_date_00217_monitoring_poland",1054,217,3115042.081,5199562.253,"RT3","RT05",20,"C"
"site_01054_date_00323_rcs",1054,323,2610596.64,3715050.347,"RT3","RT08",49,"C"
"site_01059_date_00216_monitoring_poland",1059,216,3427781.092,5205796.412,"RT7","RT02",10,NA
"site_01066_date_00064_rcs",1066,64,2638193.282,3689730.702,"RT5","RT03",48,"D"
"site_01069_date_00263_rcs",1069,263,2584583.452,3696512.001,"RT9","RT09",49,"F"
"site_01072_date_00219_monitoring_poland",1072,219,3325325.116,5130243.648,"RT10","RT05",19,"E"
"site_01072_date_04516_monitoring_germany",1072,4516,3116511.498,4243708.129,"RT10","RT06",42,"E"
"site_01073_date_00263_rcs",1073,263,2598945.026,3675124.025,"RT8","RT08",57,"E"
"site_01079_date_00006_naiades",1079,6,2733499.503,3533218.962,"RT2","RT04",52,"B"
"site_01080_date_00096_rcs",1080,96,2600506.958,3637737.671,"RT9","RT09",39,"F"
"site_01084_date_00068_rcs",1084,68,2584473.991,3642177.899,"RT9","RT09",29,"F"
"site_01091_date_00096_rcs",1091,96,2612976.478,3628054.062,"RT2","RT04",41,"B"
"site_01092_date_00048_rcs",1092,48,2626029.66,3659742.139,"RT3","RT05",29,"C"
"site_01093_date_00331_rcs",1093,331,2626029.66,3659742.139,"RT2","RT05",34,"B"
"site_01093_date_01238_monitoring_czech2",1093,1238,2865975.583,4834950.997,"RT2","RT04",56,"B"
