"sample","HC5_aj","lower","upper","chem","site_id","date_id","latitude","longitude","brt20","brt20_aggregate","brt12","RT_AF","richness","ta7"
"site_00055_date_00015_ebro",154.884297077444,65.3560128799132,445.284198512917,"ATZ",55,15,2132647.80833091,3588019.47869341,"RT12","RT12","RT11",NA,17,NA
"site_00055_date_00016_aqem_Sweden",333.931723038339,249.300444819275,470.557870053598,"ATZ",55,16,4549285.73354723,4554824.91226725,"RT12","RT12","RT09",NA,16,NA
"site_00055_date_00050_miljodata_sweden",118.200921251022,64.1819397060541,232.177478217116,"ATZ",55,50,6514333,571374,"RT6",NA,"RT05",NA,46,NA
"site_00056_date_00010_miljodata_sweden",129.566208238643,72.944343207618,245.805910440899,"ATZ",56,10,6513623,508222,"RT6",NA,"RT04",NA,50,NA
"site_00056_date_00011_pepe_barquin",177.659018403751,110.825546683405,303.526106895915,"ATZ",56,11,2357683.14733783,3124975.66695382,"RT12","RT12","RT07",NA,37,NA
"site_00056_date_00016_aqem_Sweden",108.002795240618,44.4101219639106,376.592611702644,"ATZ",56,16,4547351.64548579,4542870.68039174,"RT12","RT12","RT08",NA,16,NA
"site_00056_date_00716_ebro",147.388338031206,76.8039953727288,296.094214369451,"ATZ",56,716,2173746.91335819,3523495.85894493,"RT12","RT12","RT11",NA,24,NA
"site_00057_date_00011_pepe_barquin",161.226526902357,95.841132914324,288.713363277024,"ATZ",57,11,2364411.90986139,3116654.80052471,"RT18","RT8_10_11_18","RT07",NA,41,"E"
"site_00057_date_00018_miljodata_sweden",186.112435237278,123.854850207228,289.776994081361,"ATZ",57,18,6466507,353666,"RT6",NA,"RT04",NA,46,NA
"site_00057_date_00742_ebro",146.321344382982,87.2235344621657,288.58597313929,"ATZ",57,742,2172101.04654106,3575867.1441949,"RT18","RT8_10_11_18","RT11",NA,28,"E"
"site_00058_date_00011_pepe_barquin",149.093177938222,85.3840708353342,283.327817996334,"ATZ",58,11,2357228.97368673,3121857.58997569,"RT18","RT8_10_11_18","RT07",NA,37,"E"
"site_00058_date_00016_ebro",140.665595969909,69.892621458982,306.708722895275,"ATZ",58,16,2164532.90914642,3568581.43805729,"RT18","RT8_10_11_18","RT11",NA,28,"E"
"site_00058_date_00098_miljodata_sweden",105.024641262255,35.541393806957,376.49650904885,"ATZ",58,98,7083426,560401,"RT12",NA,"RT08",NA,18,NA
"site_00059_date_00003_monitoring_portugual",149.500332702342,66.9296686309805,375.915326237599,"ATZ",59,3,1904824.5878205,2733829.74068161,"RT18","RT8_10_11_18","RT12",NA,26,"E"
"site_00059_date_00025_miljodata_sweden",260.085791675278,67.3481534337987,1576.77686259672,"ATZ",59,25,6497994,469555,"RT3",NA,"RT05",NA,5,"C"
"site_00059_date_00252_ebro",109.460015441519,47.0953577291726,242.049186475125,"ATZ",59,252,2132623.94531379,3563151.33496922,"RT18","RT8_10_11_18","RT11",NA,33,"E"
"site_00060_date_00013_pepe_barquin",151.642731112305,92.0236734671603,285.541176867707,"ATZ",60,13,2347610.93935135,3112908.73015602,"RT14","RT14_15_16","RT10",NA,31,"G"
"site_00060_date_00016_ebro",134.087507727562,65.0519179701267,308.859907715583,"ATZ",60,16,2178089.42315178,3583531.83040396,"RT14","RT14_15_16","RT10",NA,25,"G"
"site_00060_date_00100_miljodata_sweden",151.640784455816,90.2259303500691,264.765810510594,"ATZ",60,100,7056652,362825,"RT12",NA,"RT09",NA,52,NA
"site_00061_date_00100_miljodata_sweden",148.039558734211,83.8627191671553,293.871046887616,"ATZ",61,100,6866040,494426,"RT9",NA,"RT09",NA,37,"F"
"site_00061_date_00101_miljodata_sweden",186.058683250506,42.8316066173373,1202.44730581955,"ATZ",61,101,6866040,494426,"RT9",NA,"RT09",NA,10,"F"
"site_00061_date_00261_ebro",149.026918675837,80.8285427381582,297.632197430677,"ATZ",61,261,2171675.2501246,3527287.95150673,"RT18","RT8_10_11_18","RT11",NA,32,"E"
"site_00061_date_00631_monitoring_uk",136.560444249496,51.0812160395248,366.564081989191,"ATZ",61,631,3280726.05494296,3477311.29630412,"RT18","RT8_10_11_18","RT02",NA,30,"E"
"site_00062_date_00013_pepe_barquin",169.399931868556,109.111160239348,282.290869292093,"ATZ",62,13,2346921.61314604,3113632.25401994,"RT18","RT8_10_11_18","RT10",NA,38,"E"
"site_00062_date_00102_miljodata_sweden",142.906827759445,47.6593156197092,536.549025368718,"ATZ",62,102,6949478,475083,"RT12",NA,"RT08",NA,14,NA
"site_00062_date_00342_ebro",119.828101305108,64.5065152286832,241.158286923788,"ATZ",62,342,2163164.98996967,3513672.50272536,"RT18","RT8_10_11_18","RT11",NA,37,"E"
"site_00063_date_00014_pepe_barquin",165.75226978749,102.865276862282,282.921853674923,"ATZ",63,14,2350886.29287964,3092157.41598958,"RT19","RT19","RT08",NA,42,NA
"site_00063_date_00029_wiser",147.090272645466,80.3252769938984,276.570720216152,"ATZ",63,29,2879239.30031259,4733745.08016405,"RT19","RT19","RT08",NA,44,NA
"site_00063_date_00036_miljodata_sweden",118.515984038666,62.5612681429216,245.832059809771,"ATZ",63,36,6554474,344002,"RT3",NA,"RT05",NA,36,"C"
"site_00063_date_00050_monitoring_finnland",87.3043774421457,38.7494139780127,234.481434872389,"ATZ",63,50,4412649.56265417,5243399.38546842,"RT19","RT19","RT04",NA,22,NA
"site_00063_date_00335_ebro",188.539525383326,123.056592649992,320.338494684293,"ATZ",63,335,2134358.3987218,3574962.27930255,"RT19","RT19","RT12",NA,46,NA
"site_00064_date_00012_pepe_barquin",139.406898545852,68.7649238461626,300.391007957057,"ATZ",64,12,2345270.2229479,3121737.06696365,"RT20","RT20","RT08",NA,33,NA
"site_00064_date_00017_ebro",160.441565819734,81.0084373136742,338.160916526124,"ATZ",64,17,2200138.06834385,3547899.46598601,"RT20","RT20","RT10",NA,29,NA
"site_00064_date_00018_miljodata_sweden",167.89142500888,56.1650430889676,645.162777448824,"ATZ",64,18,6448672,334101,"RT6",NA,"RT04",NA,13,NA
"site_00064_date_00041_rcs",134.446809300496,68.1030549819382,285.249940114142,"ATZ",64,41,3051712.38291173,3724853.83645513,"RT20","RT20","RT03",NA,53,NA
"site_00064_date_00140_aqem_romania",234.820801453193,160.080888769551,378.359613680252,"ATZ",64,140,2632377.11923119,5244082.99889533,"RT20","RT20","RT12",NA,36,NA
"site_00065_date_00013_pepe_barquin",143.19727970982,78.8149725548846,292.426266788562,"ATZ",65,13,2351895.22108589,3114712.79913453,"RT5","RT4_5","RT08",NA,28,"D"
"site_00065_date_00028_naiades",306.216343971231,133.115094999993,765.548343827563,"ATZ",65,28,3051739.12507833,3728149.12292021,"RT5","RT4_5","RT03",NA,29,"D"
"site_00065_date_00100_miljodata_sweden",111.193344019797,65.8250820557923,192.375320669504,"ATZ",65,100,6606900,690200,"RT6",NA,"RT05",NA,50,NA
"site_00066_date_00011_pepe_barquin",194.399706073692,129.434958185149,334.608353258508,"ATZ",66,11,2352991.71043734,3127571.10470223,"RT20","RT20","RT07",NA,34,NA
"site_00066_date_00041_naiades",113.248851721724,47.034206533432,295.224268261754,"ATZ",66,41,2735938.88721249,3921201.02650485,"RT20","RT20","RT07",NA,28,NA
"site_00066_date_00046_miljodata_sweden",147.420168647993,93.0149319767647,243.109882113554,"ATZ",66,46,6369742,561955,"RT6",NA,"RT04",NA,60,NA
"site_00066_date_00092_aqem_romania",159.584791156067,103.699767665104,264.570205218088,"ATZ",66,92,2679960.07963947,5301217.70380169,"RT20","RT20","RT12",NA,56,NA
"site_00066_date_00261_ebro",181.173586318952,99.6175248582387,354.788740550698,"ATZ",66,261,2180090.5581113,3524869.69731961,"RT20","RT20","RT11",NA,23,NA
"site_00067_date_00006_monitoring_greece",152.752456911262,73.8299987783351,387.050429089428,"ATZ",67,6,1953504.01121621,5325588.81230003,"RT18","RT8_10_11_18","RT11",NA,13,"E"
"site_00067_date_00014_pepe_barquin",166.283570347164,88.1186974917698,324.621542058608,"ATZ",67,14,2348904.5291779,3092409.78623737,"RT18","RT8_10_11_18","RT08",NA,29,"E"
"site_00067_date_00018_miljodata_sweden",144.10857944922,35.3156201754194,853.556282119126,"ATZ",67,18,6385218,514896,"RT6",NA,"RT05",NA,14,NA
"site_00068_date_00014_pepe_barquin",160.97195652396,102.51705588214,263.900811945725,"ATZ",68,14,2347474.26941034,3102828.07700041,"RT14","RT14_15_16","RT09",NA,40,"G"
"site_00068_date_00109_miljodata_sweden",150.899635139621,73.219911489236,324.880756074779,"ATZ",68,109,7367313,641584,"RT8",NA,"RT08",NA,25,"E"
"site_00068_date_00251_ebro",172.244106138266,104.455796190857,324.484309423989,"ATZ",68,251,2223495.24091733,3551455.90101601,"RT14","RT14_15_16","RT10",NA,27,"G"
"site_00069_date_00019_aqem_Sweden",379.16160782834,283.596526737078,565.059334442338,"ATZ",69,19,4661660.95831874,4521903.3752267,"RT9","RT9","RT09",NA,11,"F"
"site_00069_date_00112_miljodata_sweden",143.210751187159,85.4275843717436,250.767067154551,"ATZ",69,112,7446496,714847,"RT12",NA,"RT09",NA,44,NA
"site_00070_date_00019_aqem_Sweden",364.60145432499,262.917183302913,532.107546233154,"ATZ",70,19,4659480.32758743,4535040.9550656,"RT9","RT9","RT09",NA,11,"F"
"site_00070_date_00057_naiades",140.948930438055,76.4086531104828,276.671238478094,"ATZ",70,57,2784721.97585317,3901737.52168711,"RT9","RT9","RT02",NA,51,"F"
"site_00070_date_00114_miljodata_sweden",106.144180624183,14.8130642825298,1412.76658152953,"ATZ",70,114,6902328,383850,"RT12",NA,"RT08",NA,8,NA
"site_00070_date_00115_miljodata_sweden",142.866208891686,87.817610970264,245.454104432929,"ATZ",70,115,6902328,383850,"RT12",NA,"RT08",NA,43,NA
"site_00071_date_00020_aqem_Sweden",417.920786397932,314.768815124299,598.660034876764,"ATZ",71,20,4666781.43419382,4525851.35925371,"RT9","RT9","RT09",NA,10,"F"
"site_00071_date_00077_miljodata_sweden",107.060780047993,48.8031203900445,259.730089615757,"ATZ",71,77,7430468,866731,"RT6",NA,"RT05",NA,34,NA
"site_00072_date_00061_miljodata_sweden",137.481233026767,87.1942386472493,224.715032074333,"ATZ",72,61,6901492,534982,"RT8",NA,"RT08",NA,63,"E"
"site_00073_date_00007_miljodata_sweden",150.651328768674,96.6992599010958,256.27413554951,"ATZ",73,7,7092712,736488,"RT6",NA,"RT05",NA,58,NA
"site_00074_date_00020_aqem_Sweden",352.142984141147,248.237166904775,572.268766961147,"ATZ",74,20,4670076.12291813,4531996.44525108,"RT14","RT14_15_16","RT10",NA,10,"G"
"site_00074_date_00034_wiser",214.253147522437,141.562712772647,343.190471077004,"ATZ",74,34,2752121.02645073,4570517.05492643,"RT14","RT14_15_16","RT06",NA,49,"G"
"site_00075_date_00063_miljodata_sweden",117.666456773662,37.4451322755029,503.669400185921,"ATZ",75,63,6565903,688317,"RT3",NA,"RT04",NA,14,"C"
"site_00075_date_00238_miljodata_sweden",79.6443766463004,32.2656716712179,232.893079631896,"ATZ",75,238,6556058,631176,"RT2",NA,"RT04",NA,30,"B"
"site_00075_date_00396_ebro",149.636980755218,88.7753407401823,280.393650999877,"ATZ",75,396,2025260.11072978,3498179.89269063,"RT19","RT19","RT12",NA,33,NA
"site_00076_date_00025_miljodata_sweden",94.5096480688316,46.1051446009286,205.13765369869,"ATZ",76,25,6355662,422434,"RT6",NA,"RT05",NA,31,NA
"site_00076_date_00041_monitoring_finnland",105.891979517067,55.2308268635518,221.947663782668,"ATZ",76,41,4422234.09241914,5178384.50183699,"RT2","RT2","RT04",NA,31,"B"
"site_00076_date_00532_monitoring_poland",144.464841334743,45.2094129447292,577.139659155992,"ATZ",76,532,3449756.42651236,5160219.36661468,"RT2","RT2","RT02",NA,14,"B"
"site_00077_date_00022_miljodata_sweden",811.352182460532,764.683358558207,890.474847743654,"ATZ",77,22,6513117,482808,"RT6",NA,"RT05",NA,4,NA
"site_00077_date_00262_ebro",148.339027025199,70.8079697857899,339.633626450744,"ATZ",77,262,2141149.90529647,3504342.24706592,"RT18","RT8_10_11_18","RT11",NA,31,"E"
"site_00078_date_00063_miljodata_sweden",122.020499159967,54.6390485654385,308.124935726746,"ATZ",78,63,6564214,689977,"RT3",NA,"RT09",NA,23,"C"
"site_00078_date_00260_ebro",145.848530250062,78.973813324281,293.555915092243,"ATZ",78,260,2159470.29471228,3510723.09433497,"RT18","RT8_10_11_18","RT11",NA,39,"E"
"site_00079_date_00011_miljodata_sweden",156.383978354108,97.6198305286166,255.426174105796,"ATZ",79,11,6774007,605132,"RT6",NA,"RT04",NA,54,NA
"site_00080_date_00003_monitoring_portugual",177.590966452656,104.80408481553,332.419347871921,"ATZ",80,3,2276383.58706799,2779745.16485934,"RT18","RT8_10_11_18","RT05",NA,25,"E"
"site_00080_date_00018_ebro",140.900818392416,71.8407366370976,292.923978126655,"ATZ",80,18,2163706.16373376,3512802.89474174,"RT18","RT8_10_11_18","RT11",NA,29,"E"
"site_00080_date_00018_miljodata_sweden",283.697464237947,65.8573963531576,3397.74547487208,"ATZ",80,18,6912536,602945,"RT6",NA,"RT05",NA,4,NA
"site_00082_date_00043_miljodata_sweden",168.701351973993,97.908458634135,294.106642989037,"ATZ",82,43,7581424,650600,"RT8",NA,"RT08",NA,44,"E"
"site_00083_date_00003_monitoring_portugual",184.733255415743,108.39978163886,344.25959641929,"ATZ",83,3,2247911.05116495,2825695.08102967,"RT19","RT19","RT12",NA,21,NA
"site_00083_date_00121_miljodata_sweden",251.326792671411,48.1909929470936,2614.64344729878,"ATZ",83,121,7316078,548538,"RT8",NA,"RT08",NA,7,"E"
"site_00084_date_00123_miljodata_sweden",155.823957587506,83.9984165401063,316.262687626188,"ATZ",84,123,6150719,421789,"RT5",NA,"RT03",NA,52,"D"
"site_00084_date_00259_ebro",135.738922019922,58.55821335988,356.797974306571,"ATZ",84,259,2098244.90277078,3514518.52126726,"RT17","RT17","RT11",NA,29,NA
"site_00085_date_00014_miljodata_sweden",99.4968327834698,45.9090570927739,255.797469255763,"ATZ",85,14,7128648,485073,"RT8",NA,"RT08",NA,32,"E"
"site_00086_date_00051_naiades",148.631211624323,90.4695430342795,245.325682428512,"ATZ",86,51,2682948.61582548,3861450.3538663,"RT17","RT17","RT08",NA,53,NA
"site_00086_date_00079_miljodata_sweden",199.560333387918,56.3336728263878,918.249737183383,"ATZ",86,79,6607195,664270,"RT4",NA,"RT02",NA,12,"D"
"site_00086_date_00339_ebro",127.86310752959,61.459603013837,302.970496423198,"ATZ",86,339,2118337.6833411,3495477.01347629,"RT17","RT17","RT11",NA,23,NA
"site_00087_date_00009_monitoring_greece",153.807056470614,81.6862988010636,273.453991662365,"ATZ",87,9,1923798.03365689,5339870.5947675,"RT17","RT17","RT11",NA,27,NA
"site_00087_date_00117_miljodata_sweden",223.808619322732,85.2521244299764,772.362136809727,"ATZ",87,117,6552780,603472,"RT3",NA,"RT05",NA,8,"C"
"site_00088_date_00054_miljodata_sweden",274.112647851553,105.605325922369,976.622696562788,"ATZ",88,54,6521160,636846,"RT6",NA,"RT04",NA,7,NA
"site_00089_date_00009_monitoring_greece",178.822722089282,112.235737658917,314.900646917048,"ATZ",89,9,1936743.79820497,5340608.29397829,"RT14","RT14_15_16","RT10",NA,25,"G"
"site_00089_date_00022_miljodata_sweden",93.4230093455969,44.4159308437801,208.769362930337,"ATZ",89,22,6369038,503572,"RT6",NA,"RT05",NA,37,NA
"site_00090_date_00014_miljodata_sweden",146.861675176239,39.2743285800289,710.547980944337,"ATZ",90,14,6426108,733122,"RT5",NA,"RT03",NA,13,"D"
"site_00090_date_00546_monitoring_poland",129.93867129854,26.7517976039871,840.12731767973,"ATZ",90,546,3410025.09630617,5124908.99817005,"RT1","RT1","RT01",NA,12,"A"
"site_00091_date_00009_monitoring_greece",170.450077479016,93.232071826666,319.732436825104,"ATZ",91,9,1891905.40038532,5311585.18215255,"RT19","RT19","RT12",NA,15,NA
"site_00091_date_00112_naiades",107.921784092603,52.7784672625204,247.253495031228,"ATZ",91,112,2705357.94532649,3851477.84757537,"RT19","RT19","RT03",NA,33,NA
"site_00091_date_00123_miljodata_sweden",138.60861191712,78.2915710031579,273.240964901314,"ATZ",91,123,6150322,396176,"RT7",NA,"RT02",NA,53,NA
"site_00091_date_00289_ebro",180.671685605397,64.4712213668261,613.927531339766,"ATZ",91,289,2259344.79621266,3280804.90389574,"RT19","RT19","RT12",NA,16,NA
"site_00092_date_00114_naiades",131.468377408719,74.4437209105338,270.669139083329,"ATZ",92,114,2707952.19665769,3842963.03423186,"RT5","RT4_5","RT03",NA,27,"D"
"site_00092_date_00124_miljodata_sweden",121.549788922841,75.8523678928114,208.986366912244,"ATZ",92,124,6174721,404038,"RT4",NA,"RT02",NA,84,"D"
"site_00093_date_00021_miljodata_sweden",307.809273670441,102.071836524172,1464.73534646808,"ATZ",93,21,6500984,438132,"RT7",NA,"RT02",NA,7,NA
"site_00093_date_00069_monitoring_finnland",135.486983318822,88.2489060685171,223.248368874304,"ATZ",93,69,4464343.5617133,5226751.9692068,"RT2","RT2","RT04",NA,36,"B"
"site_00094_date_00026_miljodata_sweden",100.883055065609,53.9428617353637,192.720779400726,"ATZ",94,26,6638162,614324,"RT7",NA,"RT02",NA,52,NA
"site_00095_date_00005_rcs",149.750937214179,68.3165490417643,352.870136261696,"ATZ",95,5,2853439.43789748,4131381.1826814,"RT2","RT2","RT04",NA,37,"B"
"site_00095_date_00078_miljodata_sweden",292.427196235325,115.930216926346,1054.33282932918,"ATZ",95,78,7123130,747661,"RT6",NA,"RT04",NA,7,NA
"site_00096_date_00004_miljodata_sweden",127.290737797163,67.0443160556649,258.797255452178,"ATZ",96,4,6420575,727788,"RT5",NA,"RT03",NA,41,"D"
"site_00097_date_00021_miljodata_sweden",121.992309628723,68.8410591515869,225.994394432073,"ATZ",97,21,6513292,455007,"RT6",NA,"RT05",NA,57,NA
"site_00097_date_00057_rcs",155.067130421424,79.1081849404113,332.471627731927,"ATZ",97,57,2853439.43789748,4131381.1826814,"RT4","RT4_5","RT04",NA,42,"D"
"site_00097_date_00279_monitoring_poland",129.23583586928,37.5014931162677,529.314693043407,"ATZ",97,279,3085276.78693643,5155026.27064615,"RT4","RT4_5","RT02",NA,16,"D"
"site_00098_date_00125_miljodata_sweden",171.639633050596,101.441226196555,316.501035072687,"ATZ",98,125,6610066,524431,"RT6",NA,"RT04",NA,30,NA
"site_00099_date_00026_miljodata_sweden",107.665790756154,46.5414211704481,281.185016709181,"ATZ",99,26,7066942,711727,"RT6",NA,"RT05",NA,27,NA
"site_00099_date_00318_monitoring_poland",243.165059515666,81.5446689915989,882.857996139996,"ATZ",99,318,3098926.93981422,5164218.01953131,"RT3","RT3","RT05",NA,17,"C"
"site_00100_date_00120_miljodata_sweden",147.385452060772,88.5646135129564,268.272070505589,"ATZ",100,120,7281632,612783,"RT8",NA,"RT08",NA,49,"E"
"site_00101_date_00040_miljodata_sweden",106.114046688787,60.3839925024791,190.7913451068,"ATZ",101,40,6421980,533782,"RT6",NA,"RT05",NA,51,NA
"site_00102_date_00094_miljodata_sweden",174.42146935821,68.0003631404538,477.213693946194,"ATZ",102,94,7422760,570495,"RT8",NA,"RT08",NA,19,"E"
"site_00102_date_00269_ebro",127.954379819027,57.5134352481842,329.451442428615,"ATZ",102,269,2228484.90267637,3388255.57900329,"RT18","RT8_10_11_18","RT11",NA,34,"E"
"site_00103_date_00010_monitoring_greece",118.36023012014,61.8574867540241,278.032174908384,"ATZ",103,10,2139990.01689301,5558585.27724856,"RT18","RT8_10_11_18","RT11",NA,21,"E"
"site_00103_date_00101_miljodata_sweden",164.883365207662,61.5204666580979,603.388401214395,"ATZ",103,101,6984927,400320,"RT14",NA,"RT10",NA,15,"G"
"site_00103_date_00111_miljodata_sweden",183.99800918742,92.0303886964121,398.114671099521,"ATZ",103,111,6984927,400320,"RT14",NA,"RT10",NA,25,"G"
"site_00103_date_00268_ebro",126.020387729673,60.6115956342202,287.415045348561,"ATZ",103,268,2246694.72172842,3408178.46018678,"RT18","RT8_10_11_18","RT11",NA,32,"E"
"site_00104_date_00001_naiades",154.822304882832,85.0830396106646,290.002566454952,"ATZ",104,1,2779109.64091954,3815972.10964323,"RT18","RT8_10_11_18","RT02",NA,55,"E"
"site_00104_date_00079_miljodata_sweden",148.599317279143,92.6420439249514,251.235369132936,"ATZ",104,79,7004344,409602,"RT9",NA,"RT09",NA,52,"F"
"site_00104_date_00269_ebro",105.812664000078,44.186515734929,331.647997684056,"ATZ",104,269,2231305.48724166,3395565.17864217,"RT18","RT8_10_11_18","RT11",NA,19,"E"
"site_00105_date_00024_ebro",121.175904411334,62.6232160948558,258.725245544309,"ATZ",105,24,2182198.90871271,3575134.98975955,"RT18","RT8_10_11_18","RT11",NA,34,"E"
"site_00105_date_00050_wiser",248.995679362138,172.544585501643,359.6451735864,"ATZ",105,50,2749864.65172732,4731976.93642795,"RT18","RT8_10_11_18","RT10",NA,46,"E"
"site_00105_date_00127_miljodata_sweden",189.731268584364,113.551235254908,326.174298899269,"ATZ",105,127,6984138,437034,"RT9",NA,"RT09",NA,46,"F"
"site_00106_date_00010_monitoring_greece",253.190815647262,182.562777566378,377.964503713798,"ATZ",106,10,2134626.62786884,5563765.28927091,"RT14","RT14_15_16","RT11",NA,26,"G"
