"sample_id","site_id","date_id","latitude","longitude","brt20","brt20_aggregate","brt12","richness"
"site_01207_date_00089_monitoring_uk","01207","0089",3326427.21614263,3617604.26750092,"RT5","RT4_5","RT03",16
"site_01211_date_00173_naiades","01211","0173",2654917.48820535,3518481.61436917,"RT3","RT3","RT05",46
"site_01213_date_00005_naiades","01213","0005",2662763.17497798,3515491.11835527,"RT10","RT8_10_11_18","RT05",34
"site_01213_date_00393_monitoring_spain","01213","0393",2278706.62708134,3332693.85556921,"RT10","RT8_10_11_18","RT06",26
"site_01215_date_00393_monitoring_spain","01215","0393",2282577.177731,3356949.51436952,"RT10","RT8_10_11_18","RT06",20
"site_01217_date_00394_monitoring_spain","01217","0394",2277308.57595097,3397211.4149352,"RT18","RT8_10_11_18","RT11",43
"site_01230_date_00345_wiser","01230","0345",2760995.64049985,4506416.67789502,"RT10","RT8_10_11_18","RT06",20
"site_01235_date_00401_monitoring_spain","01235","0401",2207818.50755126,3412102.8919634,"RT18","RT8_10_11_18","RT11",30
"site_01236_date_00012_rcs","01236","0012",2689818.79867311,3504136.93674672,"RT3","RT3","RT05",40
"site_01241_date_00597_naiades","01241","0597",2862900.07579509,3413207.98712755,"RT3","RT3","RT05",35
"site_01242_date_00348_wiser","01242","0348",2956011.95491882,4433396.00863251,"RT11","RT8_10_11_18","RT07",18
"site_01246_date_00232_monitoring_poland","01246","0232",3277849.03263065,4690386.67871416,"RT3","RT3","RT05",23
"site_01257_date_00350_rcs","01257","0350",2727085.78895963,3442550.86696121,"RT2","RT2","RT04",30
"site_01261_date_00644_monitoring_poland","01261","0644",3349218.10846417,5067009.95335422,"RT4","RT4_5","RT02",27
"site_01263_date_00349_wiser","01263","0349",2973267.62909465,4273872.07739301,"RT9","RT9","RT09",23
"site_01264_date_00246_monitoring_poland","01264","0246",3256754.24536382,5070927.48076543,"RT2","RT2","RT04",18
"site_01264_date_00349_wiser","01264","0349",2970684.79171302,4268813.07216244,"RT2","RT2","RT04",22
"site_01290_date_00012_rcs","01290","0012",2671906.33221479,3507220.27765864,"RT4","RT4_5","RT05",44
"site_01290_date_00816_monitoring_uk","01290","0816",3646688.15048569,3555917.72287696,"RT4","RT4_5","RT02",24
"site_01293_date_00279_rcs","01293","0279",2671906.33221479,3507220.27765864,"RT3","RT3","RT05",38
"site_01296_date_00318_rcs","01296","0318",2654920.18023031,3518484.9661101,"RT3","RT3","RT05",38
"site_01297_date_00246_monitoring_poland","01297","0246",3147179.3149275,4744607.52045013,"RT4","RT4_5","RT02",16
"site_01309_date_01507_monitoring_czech2","01309","1507",2975126.08136341,4905260.30814614,"RT11","RT8_10_11_18","RT07",18
"site_01330_date_00259_monitoring_poland","01330","0259",3229336.68942159,5118744.48361662,"RT3","RT3","RT05",24
"site_01331_date_01524_monitoring_czech2","01331","1524",3014489.07655687,4854067.38741166,"RT9","RT9","RT09",35
"site_01336_date_04782_monitoring_germany","01336","4782",3045378.24828601,4293033.14444795,"RT9","RT9","RT09",17
"site_01337_date_01533_monitoring_czech2","01337","1533",2962591.1533638,4932809.44357539,"RT10","RT8_10_11_18","RT06",29
"site_01339_date_01531_monitoring_czech2","01339","1531",2962303.97918929,4933644.50795531,"RT10","RT8_10_11_18","RT06",29
"site_01345_date_04793_monitoring_germany","01345","4793",3116640.74748113,4244055.92224699,"RT10","RT8_10_11_18","RT06",41
"site_01346_date_04793_monitoring_germany","01346","4793",3118032.00828023,4258586.22644414,"RT4","RT4_5","RT02",33
"site_01349_date_00243_wiser","01349","0243",3158064.84261808,4363498.12384562,"RT4","RT4_5","RT05",14
"site_01349_date_00285_monitoring_poland","01349","0285",3114250.78093397,5231104.93233452,"RT4","RT4_5","RT02",18
"site_01355_date_00285_monitoring_poland","01355","0285",3090038.26798561,5063858.28756783,"RT11","RT8_10_11_18","RT07",19
"site_01359_date_00234_monitoring_poland","01359","0234",2996365.11892414,5196383.96472,"RT9","RT9","RT09",26
"site_01360_date_00290_monitoring_poland","01360","0290",2990650.20403429,5196490.33254347,"RT10","RT8_10_11_18","RT06",32
"site_01370_date_00271_monitoring_poland","01370","0271",3281573.91401102,4709007.65578381,"RT2","RT2","RT04",19
"site_01386_date_00516_naiades","01386","0516",2877513.0990372,3347491.17490373,"RT2","RT2","RT04",55
"site_01389_date_01599_monitoring_czech2","01389","1599",2979491.45724001,4863929.14238568,"RT9","RT9","RT09",37
"site_01392_date_00285_monitoring_poland","01392","0285",3114607.13869983,5234200.04809599,"RT9","RT9","RT02",21
"site_01392_date_01606_monitoring_czech2","01392","1606",3027718.50570523,4846705.90554196,"RT9","RT9","RT09",30
"site_01393_date_00579_monitoring_czech2","01393","0579",3015832.19868797,4843739.77724301,"RT9","RT9","RT09",25
"site_01394_date_00658_monitoring_czech2","01394","0658",3015629.65930034,4844164.63506204,"RT9","RT9","RT09",23
"site_01395_date_00234_monitoring_poland","01395","0234",3226087.22422864,4756068.59520636,"RT3","RT3","RT05",20
"site_01396_date_00271_monitoring_poland","01396","0271",3225374.01282368,4749655.73195672,"RT2","RT2","RT04",18
"site_01403_date_01599_monitoring_czech2","01403","1599",2983248.60419904,4864378.16008425,"RT9","RT9","RT09",41
"site_01410_date_01606_monitoring_czech2","01410","1606",3027978.7546298,4846642.40742109,"RT9","RT9","RT09",31
"site_01411_date_05251_monitoring_germany","01411","5251",3056044.41278536,4259660.06459768,"RT9","RT9","RT09",29
"site_01415_date_00642_monitoring_czech2","01415","0642",2972420.57652743,4926027.71200891,"RT10","RT8_10_11_18","RT06",26
"site_01421_date_00837_monitoring_uk","01421","0837",3378586.75959115,3441250.86543489,"RT2","RT2","RT04",34
"site_01424_date_00270_monitoring_poland","01424","0270",3102382.87272697,5248340.36938757,"RT11","RT8_10_11_18","RT07",18
"site_01427_date_00633_monitoring_poland","01427","0633",3371411.05060641,4852144.808239,"RT2","RT2","RT04",13
"site_01437_date_00248_monitoring_poland","01437","0248",3124423.34477293,5171879.41723241,"RT9","RT9","RT04",22
"site_01437_date_05237_monitoring_germany","01437","5237",3103989.44362489,4237633.94787061,"RT9","RT9","RT09",17
"site_01438_date_05237_monitoring_germany","01438","5237",3112323.3032175,4242303.9141702,"RT10","RT8_10_11_18","RT06",19
"site_01443_date_00758_monitoring_uk","01443","0758",3350461.23521063,3482986.041097,"RT2","RT2","RT04",34
"site_01446_date_05237_monitoring_germany","01446","5237",3119803.45549995,4243590.00620369,"RT10","RT8_10_11_18","RT06",16
"site_01449_date_00296_monitoring_poland","01449","0296",3189764.69135653,5113427.33165257,"RT4","RT4_5","RT02",26
"site_01449_date_05237_monitoring_germany","01449","5237",3117333.99195812,4260117.85813048,"RT4","RT4_5","RT02",23
"site_01450_date_00234_monitoring_poland","01450","0234",3189950.62378485,5107342.84543202,"RT4","RT4_5","RT02",27
"site_01472_date_00243_wiser","01472","0243",3151089.12328809,4377262.35185885,"RT3","RT3","RT05",16
"site_01474_date_00024_naiades","01474","0024",2831698.5527112,3437739.53253673,"RT5","RT4_5","RT05",49
"site_01474_date_00536_dutch_monitoring","01474","0536",3254652.62526518,4028387.84946302,"RT5","RT4_5","RT03",38
"site_01484_date_00015_naiades","01484","0015",2799850.91924286,3468064.53197177,"RT3","RT3","RT05",57
"site_01494_date_00139_rcs","01494","0139",2831695.30788437,3437739.00405746,"RT3","RT3","RT05",51
"site_01500_date_00019_rcs","01500","0019",2799848.21953632,3468066.13548222,"RT9","RT9","RT05",31
"site_01500_date_01388_monitoring_czech2","01500","1388",3011390.7808619,4529676.97622846,"RT9","RT9","RT09",28
"site_01502_date_00139_rcs","01502","0139",2803577.25319911,3447423.41102117,"RT3","RT3","RT05",53
"site_01515_date_00364_rcs","01515","0364",2613245.03243792,3533462.85804444,"RT4","RT4_5","RT02",48
"site_01516_date_05251_monitoring_germany","01516","5251",3054651.7674539,4261021.37961185,"RT9","RT9","RT09",30
"site_01517_date_05251_monitoring_germany","01517","5251",3056186.26477359,4257252.67410224,"RT9","RT9","RT09",27
"site_01545_date_00022_rcs","01545","0022",2553933.4628112,3614125.86905651,"RT9","RT9","RT05",42
"site_01545_date_05253_monitoring_germany","01545","5253",3052898.19945872,4262082.77375797,"RT9","RT9","RT09",23
"site_01547_date_00045_rcs","01547","0045",2553933.4628112,3614125.86905651,"RT3","RT3","RT05",53
"site_01553_date_00316_rcs","01553","0316",2571800.20714191,3594971.35454725,"RT2","RT2","RT04",55
"site_01565_date_00280_rcs","01565","0280",2489549.85271662,3511248.71279472,"RT4","RT4_5","RT02",26
"site_01567_date_00184_rcs","01567","0184",2503633.44078539,3555712.08095088,"RT2","RT2","RT03",52
"site_01567_date_00271_monitoring_poland","01567","0271",3280261.17554104,4711733.87905817,"RT2","RT2","RT04",21
"site_01568_date_00058_rcs","01568","0058",2503633.44078539,3555712.08095088,"RT5","RT4_5","RT03",57
"site_01572_date_00279_rcs","01572","0279",2529495.99987362,3596568.82213329,"RT2","RT2","RT04",54
"site_01573_date_00248_monitoring_poland","01573","0248",3095788.35399569,5047835.49727962,"RT11","RT8_10_11_18","RT07",18
"site_01576_date_00055_rcs","01576","0055",2542441.87213504,3613812.75809934,"RT9","RT9","RT09",51
"site_01579_date_00102_rcs","01579","0102",2519349.41522055,3641277.35931205,"RT9","RT9","RT09",57
"site_01580_date_00024_naiades","01580","0024",2845779.42163167,3482801.73152228,"RT3","RT3","RT05",35
"site_01580_date_00263_rcs","01580","0263",2519349.41522055,3641277.35931205,"RT3","RT3","RT09",50
"site_01583_date_00443_monitoring_poland","01583","0443",3111739.5240248,5059748.74204213,"RT5","RT4_5","RT03",15
"site_01588_date_00324_rcs","01588","0324",2533487.73260138,3629723.50135856,"RT8","RT8_10_11_18","RT08",46
"site_01589_date_00316_monitoring_poland","01589","0316",3414576.1462272,5061434.0881839,"RT3","RT3","RT05",28
"site_01589_date_00372_rcs","01589","0372",2533487.73260138,3629723.50135856,"RT3","RT3","RT08",50
"site_01593_date_00279_monitoring_poland","01593","0279",3103726.80729074,5144326.65132182,"RT4","RT4_5","RT02",14
"site_01598_date_00290_monitoring_poland","01598","0290",3128572.33409047,5050196.5902015,"RT11","RT8_10_11_18","RT07",27
"site_01603_date_00374_rcs","01603","0374",2485795.47232897,3623159.80351256,"RT11","RT8_10_11_18","RT03",35
"site_01603_date_05258_monitoring_germany","01603","5258",3136810.11510529,4306632.28931053,"RT11","RT8_10_11_18","RT07",28
"site_01604_date_00274_monitoring_poland","01604","0274",3117193.47557076,5027279.71030798,"RT10","RT8_10_11_18","RT06",24
"site_01610_date_00126_rcs","01610","0126",2493928.15693384,3671966.99381904,"RT5","RT4_5","RT04",51
"site_01610_date_00271_monitoring_poland","01610","0271",3088158.93347565,5079439.69149143,"RT5","RT4_5","RT03",30
"site_01612_date_00264_rcs","01612","0264",2493928.15693384,3671966.99381904,"RT2","RT2","RT04",52
"site_01614_date_00240_wiser","01614","0240",3115792.72605924,4393539.2079434,"RT11","RT8_10_11_18","RT02",28
"site_01614_date_00505_monitoring_uk","01614","0505",3207284.6185868,3549132.69007232,"RT11","RT8_10_11_18","RT02",53
"site_01627_date_00102_rcs","01627","0102",2515520.29657572,3662803.49153095,"RT8","RT8_10_11_18","RT08",51
"site_01627_date_00204_naiades","01627","0204",2467811.90992527,3830542.33816624,"RT8","RT8_10_11_18","RT08",55
"site_01631_date_00649_monitoring_uk","01631","0649",3323898.60212285,3485519.59992781,"RT5","RT4_5","RT03",35
"site_01632_date_00377_rcs","01632","0377",2533814.13956318,3694051.64053842,"RT9","RT9","RT09",44
"site_01633_date_00244_naiades","01633","0244",2462161.61925786,3838005.09367345,"RT9","RT9","RT09",43
"site_01634_date_00243_monitoring_poland","01634","0243",3152762.15634755,5233580.21839671,"RT4","RT4_5","RT02",19
"site_01634_date_00251_rcs","01634","0251",2533814.13956318,3694051.64053842,"RT4","RT4_5","RT09",56
"site_01635_date_00096_rcs","01635","0096",2533814.13956318,3694051.64053842,"RT4","RT4_5","RT09",57
"site_01635_date_00316_monitoring_poland","01635","0316",3123658.92689543,5217408.40893506,"RT4","RT4_5","RT02",28
"site_01639_date_00029_naiades","01639","0029",2464493.37016029,3836339.85451927,"RT9","RT9","RT09",48
"site_01644_date_00244_naiades","01644","0244",2483971.77765961,3861632.00700995,"RT9","RT9","RT09",45
"site_01646_date_01551_monitoring_czech2","01646","1551",2844035.23210084,4638365.7524832,"RT8","RT8_10_11_18","RT08",35
"site_01648_date_00510_naiades","01648","0510",2490921.07808168,3874829.19448493,"RT9","RT9","RT09",57
"site_01649_date_00359_monitoring_poland","01649","0359",3175088.55305223,4649239.13658029,"RT4","RT4_5","RT02",31
"site_01650_date_00285_monitoring_poland","01650","0285",3114149.10346728,5221629.39034138,"RT4","RT4_5","RT02",12
"site_01650_date_00552_naiades","01650","0552",2500537.34956906,3865282.72592099,"RT4","RT4_5","RT09",35
"site_01651_date_00794_monitoring_uk","01651","0794",3570927.17648796,3561675.44954345,"RT3","RT3","RT05",17
"site_01653_date_00264_monitoring_poland","01653","0264",3307790.11015906,5241687.29428425,"RT3","RT3","RT05",26
"site_01655_date_00033_naiades","01655","0033",2500304.51474224,3863409.48825078,"RT9","RT9","RT09",33
"site_01655_date_00260_rcs","01655","0260",2449932.72621455,3716738.07501179,"RT9","RT9","RT08",39
"site_01656_date_00064_rcs","01656","0064",2449932.72621455,3716738.07501179,"RT8","RT8_10_11_18","RT08",38
"site_01657_date_00359_monitoring_poland","01657","0359",3210371.20939287,4643669.25087188,"RT4","RT4_5","RT02",26
"site_01660_date_00003_naiades","01660","0003",2551861.41577956,3874070.3078711,"RT9","RT9","RT09",43
"site_01661_date_00289_monitoring_poland","01661","0289",3227216.57721994,5121943.32997625,"RT3","RT3","RT05",15
"site_01661_date_00782_monitoring_uk","01661","0782",3343738.99963881,3485019.84986655,"RT3","RT3","RT02",27
"site_01664_date_00064_rcs","01664","0064",2457034.76103662,3738445.24294521,"RT8","RT8_10_11_18","RT08",51
"site_01666_date_00085_naiades","01666","0085",2575425.17327437,3854246.21933901,"RT4","RT4_5","RT09",49
"site_01666_date_00848_monitoring_uk","01666","0848",3155057.15948559,3516557.27591856,"RT4","RT4_5","RT02",48
"site_01667_date_00085_naiades","01667","0085",2576907.4727262,3857832.66182809,"RT9","RT9","RT09",41
"site_01669_date_01237_monitoring_czech2","01669","1237",2972923.30766274,4518499.51020879,"RT8","RT8_10_11_18","RT08",29
"site_01674_date_00359_rcs","01674","0359",2480954.00722469,3688150.74029316,"RT9","RT9","RT08",52
"site_01674_date_00697_naiades","01674","0697",2661046.16252822,3898608.55084656,"RT9","RT9","RT09",31
"site_01675_date_00672_naiades","01675","0672",2680468.77074922,3894697.2483581,"RT8","RT8_10_11_18","RT08",35
"site_01676_date_00271_naiades","01676","0271",2676368.47263825,3903911.86863602,"RT9","RT9","RT09",31
"site_01678_date_00029_rcs","01678","0029",2511049.74215261,3701408.48648497,"RT8","RT8_10_11_18","RT09",54
"site_01678_date_00271_naiades","01678","0271",2684595.28819972,3898759.06281205,"RT8","RT8_10_11_18","RT08",36
"site_01679_date_00379_rcs","01679","0379",2511049.74215261,3701408.48648497,"RT2","RT2","RT09",54
"site_01679_date_05264_monitoring_germany","01679","5264",3072470.81660301,4220627.53936434,"RT2","RT2","RT04",29
"site_01680_date_00221_rcs","01680","0221",2511049.74215261,3701408.48648497,"RT9","RT9","RT09",43
"site_01682_date_00594_naiades","01682","0594",2652287.33080882,3876869.77159685,"RT9","RT9","RT09",49
"site_01684_date_00068_rcs","01684","0068",2481665.4396967,3737182.03033839,"RT9","RT9","RT09",45
"site_01684_date_00240_wiser","01684","0240",3123723.42141473,4334050.33013716,"RT9","RT9","RT07",17
"site_01687_date_00055_rcs","01687","0055",2510862.53344234,3726274.17240126,"RT8","RT8_10_11_18","RT08",40
"site_01689_date_00379_rcs","01689","0379",2520047.43372183,3721423.89918663,"RT9","RT9","RT09",35
"site_01690_date_00184_naiades","01690","0184",2661327.06952522,3880231.77620944,"RT9","RT9","RT09",50
"site_01691_date_00461_monitoring_poland","01691","0461",3241974.71659342,5029291.19465809,"RT2","RT2","RT04",14
"site_01695_date_05265_monitoring_germany","01695","5265",3071166.71919034,4223031.03454509,"RT2","RT2","RT04",33
"site_01698_date_00275_monitoring_uk","01698","0275",3332747.5792303,3725428.32796809,"RT4","RT4_5","RT03",19
"site_01698_date_00366_wiser","01698","0366",3103491.13562004,4207807.26679645,"RT4","RT4_5","RT09",23
"site_01698_date_00543_naiades","01698","0543",2614829.58348918,3841629.57839043,"RT4","RT4_5","RT09",40
"site_01701_date_00199_naiades","01701","0199",2608233.77094908,3840363.50385816,"RT9","RT9","RT09",34
"site_01701_date_00310_rcs","01701","0310",2526092.76196181,3739778.55901254,"RT9","RT9","RT08",37
"site_01706_date_00379_rcs","01706","0379",2532340.40419411,3737102.95620363,"RT8","RT8_10_11_18","RT08",55
"site_01710_date_00244_naiades","01710","0244",2573323.04942599,3832176.91585491,"RT2","RT2","RT08",46
"site_01710_date_05267_monitoring_germany","01710","5267",3073151.79849121,4212480.11296294,"RT2","RT2","RT04",34
"site_01711_date_00728_naiades","01711","0728",2613255.67092557,3832227.50406206,"RT2","RT2","RT08",47
"site_01713_date_00104_naiades","01713","0104",2567185.17637506,3836265.37976595,"RT9","RT9","RT09",53
"site_01714_date_00104_naiades","01714","0104",2571894.80828515,3833704.14856861,"RT8","RT8_10_11_18","RT08",49
"site_01715_date_00104_naiades","01715","0104",2571674.72910552,3833619.38199471,"RT8","RT8_10_11_18","RT08",48
"site_01716_date_00729_naiades","01716","0729",2588514.59921062,3830673.32170529,"RT8","RT8_10_11_18","RT08",23
"site_01718_date_00729_naiades","01718","0729",2593208.10753618,3830142.79375693,"RT8","RT8_10_11_18","RT08",37
"site_01722_date_00052_rcs","01722","0052",2423636.75847016,3498486.98836863,"RT10","RT8_10_11_18","RT04",31
"site_01722_date_01763_monitoring_czech2","01722","1763",2986005.01488798,4589196.86433453,"RT10","RT8_10_11_18","RT06",35
"site_01722_date_05268_monitoring_germany","01722","5268",3072432.22283475,4213827.43362892,"RT10","RT8_10_11_18","RT04",39
"site_01723_date_00280_rcs","01723","0280",2423636.75847016,3498486.98836863,"RT9","RT9","RT04",36
"site_01723_date_00555_naiades","01723","0555",2642954.81251853,3858546.12585158,"RT9","RT9","RT09",49
"site_01732_date_00221_naiades","01732","0221",2652205.27741954,3858504.14630215,"RT8","RT8_10_11_18","RT08",55
"site_01733_date_00794_monitoring_uk","01733","0794",3154195.04002114,3565336.23820277,"RT4","RT4_5","RT02",25
"site_01735_date_00383_rcs","01735","0383",2402566.30245292,3538644.1771243,"RT5","RT4_5","RT03",34
"site_01737_date_00096_rcs","01737","0096",2402566.30245292,3538644.1771243,"RT8","RT8_10_11_18","RT03",37
"site_01737_date_01605_naiades","01737","1605",2655117.40303087,3852866.33819588,"RT8","RT8_10_11_18","RT08",23
"site_01740_date_00289_monitoring_poland","01740","0289",3267881.19931655,4681730.18084126,"RT3","RT3","RT05",26
"site_01745_date_00005_rcs","01745","0005",2423825.28116551,3611902.14080194,"RT8","RT8_10_11_18","RT03",52
"site_01748_date_01043_naiades","01748","1043",2650665.88689159,3814117.45473492,"RT3","RT3","RT05",40
"site_01755_date_00060_rcs","01755","0060",2414462.80338765,3657875.79241986,"RT2","RT2","RT04",48
"site_01758_date_00849_naiades","01758","0849",2451799.43291639,3822427.50145613,"RT9","RT9","RT09",49
"site_01762_date_00078_rcs","01762","0078",2422242.39561335,3714459.00983807,"RT10","RT8_10_11_18","RT06",44
"site_01767_date_00022_rcs","01767","0022",2454328.61021731,3762902.81150579,"RT8","RT8_10_11_18","RT08",43
"site_01768_date_01430_naiades","01768","1430",2470318.17265656,3801347.57913658,"RT9","RT9","RT09",48
"site_01769_date_00112_naiades","01769","0112",2476330.49666556,3800473.42090031,"RT9","RT9","RT09",49
"site_01771_date_00167_rcs","01771","0167",2438227.24400178,3773996.57250535,"RT9","RT9","RT10",48
"site_01771_date_00538_naiades","01771","0538",2499432.81077459,3800551.42600108,"RT9","RT9","RT09",47
"site_01772_date_00237_rcs","01772","0237",2438227.24400178,3773996.57250535,"RT14","RT14_15_16","RT10",51
"site_01773_date_00098_rcs","01773","0098",2423282.50252391,3807771.84855356,"RT9","RT9","RT10",41
"site_01774_date_00367_rcs","01774","0367",2423282.50252391,3807771.84855356,"RT8","RT8_10_11_18","RT10",42
"site_01774_date_01328_naiades","01774","1328",2495880.24904565,3801811.51166052,"RT8","RT8_10_11_18","RT08",42
"site_01775_date_00255_rcs","01775","0255",2423282.50252391,3807771.84855356,"RT14","RT14_15_16","RT10",42
"site_01779_date_00098_rcs","01779","0098",2416174.83037772,3793788.86188274,"RT8","RT8_10_11_18","RT08",57
"site_01781_date_00231_rcs","01781","0231",2416174.83037772,3793788.86188274,"RT9","RT9","RT08",54
"site_01781_date_00246_monitoring_poland","01781","0246",2978708.29931575,5235894.88434623,"RT9","RT9","RT09",25
"site_01788_date_00374_rcs","01788","0374",2375983.49245691,3524988.48237863,"RT3","RT3","RT05",26
"site_01798_date_00749_naiades","01798","0749",2515963.29558065,3771489.17416301,"RT9","RT9","RT09",45
"site_01799_date_01237_naiades","01799","1237",2514637.78213688,3762959.67049144,"RT8","RT8_10_11_18","RT08",32
"site_01802_date_00265_monitoring_poland","01802","0265",3114824.70811622,5002638.81489683,"RT10","RT8_10_11_18","RT06",36
"site_01808_date_01139_naiades","01808","1139",2515634.98309633,3804847.34102791,"RT9","RT9","RT09",48
"site_01809_date_00794_monitoring_uk","01809","0794",3151373.28214166,3496672.36556175,"RT3","RT3","RT05",24
"site_01815_date_00170_naiades","01815","0170",2518371.35588627,3834873.38332448,"RT9","RT9","RT09",52
"site_01817_date_00924_naiades","01817","0924",2531770.55219115,3825561.91739741,"RT9","RT9","RT09",52
"site_01818_date_00794_monitoring_uk","01818","0794",3134878.02962302,3468787.54081821,"RT4","RT4_5","RT02",57
"site_01824_date_00099_rcs","01824","0099",2371785.50069507,3696768.65873126,"RT8","RT8_10_11_18","RT08",56
"site_01826_date_01448_naiades","01826","1448",2540657.42701051,3821739.41672227,"RT9","RT9","RT09",48
"site_01828_date_01831_monitoring_czech2","01828","1831",2894455.56809384,4683516.7336756,"RT9","RT9","RT09",46
"site_01830_date_00211_naiades","01830","0211",2549655.74010082,3828580.62135533,"RT9","RT9","RT09",34
"site_01835_date_00243_monitoring_poland","01835","0243",3509918.21836571,5148899.85524828,"RT2","RT2","RT04",10
"site_01839_date_00232_monitoring_poland","01839","0232",3298922.63963,5133948.60026047,"RT3","RT3","RT05",30
"site_01841_date_01825_monitoring_czech2","01841","1825",2864679.82521667,4599574.66913874,"RT8","RT8_10_11_18","RT08",49
"site_01843_date_00400_naiades","01843","0400",2568639.33647514,3824640.88998606,"RT9","RT9","RT09",53
"site_01846_date_00264_monitoring_poland","01846","0264",3366691.1416203,5221359.68709084,"RT4","RT4_5","RT02",21
"site_01848_date_00177_naiades","01848","0177",2570222.55903408,3761983.59277759,"RT9","RT9","RT09",42
"site_01849_date_01042_naiades","01849","1042",2546485.36626057,3764095.24105076,"RT8","RT8_10_11_18","RT08",40
"site_01852_date_00024_naiades","01852","0024",2548752.15749501,3764889.05331247,"RT8","RT8_10_11_18","RT08",21
"site_01853_date_00117_rcs","01853","0117",2297219.52066243,3706675.10552236,"RT8","RT8_10_11_18","RT08",16
"site_01855_date_00060_rcs","01855","0060",2297219.52066243,3706675.10552236,"RT4","RT4_5","RT08",38
"site_01860_date_00625_naiades","01860","0625",2598555.1601637,3784093.20562976,"RT8","RT8_10_11_18","RT08",27
"site_01867_date_00231_rcs","01867","0231",2321458.49694812,3719197.9806196,"RT8","RT8_10_11_18","RT08",48
"site_01871_date_00265_naiades","01871","0265",2649871.4956348,3795613.85825884,"RT3","RT3","RT05",34
"site_01872_date_00252_monitoring_uk","01872","0252",3352967.98619995,3480058.91708364,"RT5","RT4_5","RT03",15
"site_01876_date_00264_rcs","01876","0264",2311413.29615455,3739980.10677135,"RT9","RT9","RT09",51
"site_01877_date_01048_naiades","01877","1048",2669398.91550249,3789580.81927635,"RT3","RT3","RT05",34
"site_01880_date_00232_monitoring_poland","01880","0232",3297099.72470718,5135359.79544082,"RT6","RT6","RT04",31
"site_01880_date_00939_naiades","01880","0939",2634829.03951568,3780795.75844781,"RT6","RT6","RT09",34
"site_01881_date_00939_naiades","01881","0939",2640102.42323494,3784640.46284795,"RT9","RT9","RT09",40
"site_01882_date_00909_naiades","01882","0909",2649871.82776702,3786636.14128138,"RT9","RT9","RT09",29
"site_01883_date_00110_rcs","01883","0110",2358233.33379416,3771229.71844264,"RT3","RT3","RT11",39
"site_01883_date_00274_monitoring_poland","01883","0274",3296714.17900953,4634935.32041635,"RT3","RT3","RT05",21
"site_01884_date_00042_rcs","01884","0042",2358233.33379416,3771229.71844264,"RT3","RT3","RT11",48
"site_01884_date_00485_monitoring_uk","01884","0485",3176320.86677027,3565572.65879847,"RT3","RT3","RT05",43
"site_01887_date_00262_rcs","01887","0262",2352184.66412651,3799180.30088747,"RT5","RT4_5","RT11",46
"site_01887_date_00797_monitoring_uk","01887","0797",3246651.33195003,3576539.62793925,"RT5","RT4_5","RT03",27
"site_01888_date_00112_naiades","01888","0112",2719004.00284465,3806032.61635505,"RT11","RT8_10_11_18","RT07",38
"site_01888_date_00261_rcs","01888","0261",2352184.66412651,3799180.30088747,"RT11","RT8_10_11_18","RT11",44
"site_01889_date_00280_rcs","01889","0280",2352184.66412651,3799180.30088747,"RT18","RT8_10_11_18","RT11",52
"site_01895_date_00107_rcs","01895","0107",2363367.78343201,3808083.52933817,"RT14","RT14_15_16","RT10",39
"site_01896_date_00112_naiades","01896","0112",2737484.14045629,3797117.5194125,"RT4","RT4_5","RT02",30
"site_01896_date_00280_rcs","01896","0280",2363367.78343201,3808083.52933817,"RT4","RT4_5","RT10",40
"site_01902_date_00060_rcs","01902","0060",2371609.58285659,3822219.75558707,"RT18","RT8_10_11_18","RT11",52
"site_01910_date_00894_naiades","01910","0894",2762233.22533007,3704254.36594884,"RT8","RT8_10_11_18","RT05",30
"site_01914_date_01079_naiades","01914","1079",2774231.44094885,3672361.75252093,"RT4","RT4_5","RT02",22
"site_01920_date_00001_naiades","01920","0001",2741084.61153557,3654430.06066627,"RT9","RT9","RT03",38
"site_01921_date_00304_naiades","01921","0304",2703262.31158307,3596946.05563678,"RT5","RT4_5","RT03",50
"site_01922_date_00642_monitoring_czech2","01922","0642",2886309.28313874,4665682.48241459,"RT8","RT8_10_11_18","RT08",48
"site_00141_date_00020_monitoring_poland","01924","0020",3105720.45989892,5248059.05773244,"RT9","RT9","RT09",21
"site_01938_date_00658_naiades","01938","0658",2597973.26613449,3726339.09393858,"RT9","RT9","RT09",42
"site_01941_date_00015_naiades","01941","0015",2590629.74689768,3721652.92977792,"RT9","RT9","RT09",38
"site_01957_date_00140_rcs","01957","0140",2240009.79959495,3611309.25433389,"RT16","RT14_15_16","RT10",47
"site_01958_date_00365_rcs","01958","0365",2240009.79959495,3611309.25433389,"RT9","RT9","RT10",44
"site_01958_date_00939_naiades","01958","0939",2640602.96920854,3764873.26872428,"RT9","RT9","RT09",37
"site_01959_date_01112_naiades","01959","1112",2648928.04658054,3765727.32709284,"RT9","RT9","RT09",14
"site_01960_date_01843_monitoring_czech2","01960","1843",2910255.68206291,4578808.9614345,"RT8","RT8_10_11_18","RT08",57
"site_01961_date_01112_naiades","01961","1112",2645784.70980401,3769903.37084695,"RT9","RT9","RT09",27
"site_01965_date_01178_naiades","01965","1178",2686466.02620514,3760742.91166166,"RT4","RT4_5","RT02",51
"site_01966_date_00032_rcs","01966","0032",2240214.28791896,3563621.3465395,"RT16","RT14_15_16","RT10",14
